Species,Family,Order,Family_bridge,Order_bridge,Island_Endemicity,Flight_Ability,log_Beak.Length_Culmen,log_Beak.Width,log_Beak.Depth,log_Tarsus.Length,log_Wing.Length,log_Kipps.Distance,log_Tail.Length,log_Mass,Diet_Simple_Expected,seabird,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APG,APP,APA,APL,APS,APD,FAE,FGL,FGR,NAE,NGL,SEL,SGR,PEL,PGR,PAG,PAS,PAD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR,In,Ap,Vt,Ne,Fr,Se,Pa,Pt,dn.cat,fd.cat
Aegypius_prepyrenaicus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,continental,1.0,4.5582882000879605,3.32862668882732,3.7556030861568446,4.934833580679974,6.644297416754538,5.675108614071593,5.997048925401883,9.139982283289886,Vertivore,no,-52.730944625734786,40.990904493910804,7.974850925069251,-20.25550297517564,-5.683111805269953,-1.748942901386822,4.603246961459868,-70.21348641869334,-22.566851153575186,0.10842719437876976,-1.2490033581855933,-4.1378164208043575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aepyornis_hildebrandti,Aepyornithidae,Aepyornithiformes,Apterygidae,Apterygiformes,insular,0.0,4.840084192901217,3.6176519448255684,3.6983346128846915,5.798092154126943,6.4119988753730786,2.7985001040242823,5.642616039418714,12.553732071541951,Herbivore,no,-206.1600971041004,-108.73764094041266,-1.7348764670696386,-0.3150467471600311,3.851981436424642,-0.47805886569420775,0.6520708806320328,-3.587940178491221,13.21215178258387,-74.27796696650735,83.09937650939649,-10.518506229855642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aepyornis_maximus,Aepyornithidae,Aepyornithiformes,Apterygidae,Apterygiformes,insular,0.0,5.093013733362158,3.858622228701031,3.9543159176183975,6.047655826757724,6.638593966834353,2.9433857931817817,5.883545204888487,13.360014510994027,Herbivore,no,-206.1600971041004,-108.73764094041266,-1.7348764670696386,-0.3150467471600311,3.851981436424642,-0.47805886569420775,0.6520708806320328,-3.587940178491221,13.21215178258387,-74.27796696650735,83.09937650939649,-10.518506229855642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aerodramus_manuoi,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,insular,1.0,1.9125010869241836,0.8586616190375187,0.6981347220709843,2.2648832258100344,4.720372115676775,4.3651347670036635,3.9290767599939738,2.567254391136754,Invertivore,no,-53.98468682294142,35.55681548381013,6.616875548583939,-12.45938974050255,8.739829368449431,33.00786479069899,-8.238051687656565,1.286853477326796,1.0801932801258283,-1.2554211930120442,1.5629217610893513,3.820308377402303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidemedia_chascax,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,2.982140320034524,1.9125010869241836,2.1294214739848565,3.100542637906336,4.514260310628249,3.0717669598299886,4.162626069638506,3.4701013603093664,Invertivore,no,71.5422234042076,-25.12422971755372,11.949883103098445,-0.09196900008544251,-0.0809549575247593,-0.11510682642944363,-0.5030455197895467,0.08802750839790893,-0.15723596134869952,0.08737968507918724,-0.15308001946056374,-0.7819633189620455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidemedia_lutetiae,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,2.935451342669061,1.8870696490323797,2.102913897864978,3.0726933146901194,4.483793199821491,3.0525850851467737,4.132763672126045,3.4041928906419536,Invertivore,no,71.5424062988132,-25.1243149812566,11.94995714257155,-0.09196893245459709,-0.0809557507324122,-0.11510818775825475,-0.5030532927897569,0.08802966709832713,-0.1572397340872644,0.08738440489349773,-0.1530857686752253,-0.7819783573763796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aidemedia_zanclops,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,2.9290581402859983,1.8779371654691073,2.0918640616783932,3.0652583362026014,4.47597224751641,3.044522437723423,4.124550404279167,3.385067999732272,Invertivore,no,71.5424062988132,-25.1243149812566,11.94995714257155,-0.09196893245459709,-0.0809557507324122,-0.11510818775825475,-0.5030532927897569,0.08802966709832713,-0.1572397340872644,0.08738440489349773,-0.1530857686752253,-0.7819783573763796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aiolornis_incredibilis,Teratornithidae,Cathartiformes,Accipitridae,Cathartiformes,continental,1.0,4.716085246559246,3.2744997286161976,3.5450090836942345,4.864915639746849,6.579501180765308,5.301163312997955,6.175804898098298,10.043249494911286,Vertivore,no,-56.40320324384875,28.385964140485406,5.34847158897286,-9.221856817984573,-2.3121219927790637,-0.7623550783434664,1.5697556675928699,-10.429218735558734,2.0433171338874585,-2.0969966015996184,2.3589069130208986,2.694958748636496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akialoa_ellisiana,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,4.0841258620277685,1.463255402256019,1.6253112615903906,3.1315734964654043,4.4075725416416205,3.086943153607375,3.886705197443856,3.3843902633457743,Herbivore,no,71.53873063010893,-25.12260129992435,11.948468938537493,-0.09197028798266521,-0.0809398062251619,-0.11508082409228008,-0.5028970534962944,0.08798627807283219,-0.15716389800226313,0.08728954356732586,-0.1529702095735645,-0.7816759927527591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akialoa_lanaiensis,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,3.6643305811925235,1.547562508716013,1.7715567619105355,3.054001181677967,4.37260741275739,3.0007198150650303,3.7932394694381792,3.3141860046725258,Herbivore,no,71.53873063011027,-25.122601299924973,11.948468938538035,-0.09197028798266471,-0.08093980622516773,-0.11508082409229008,-0.5028970534963508,0.08798627807284795,-0.15716389800229078,0.08728954356736039,-0.15297020957360635,-0.7816759927528688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akialoa_obscura,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,3.782597457987688,1.3887912413184778,1.6074359097634274,3.239462458476589,4.364880475838911,2.9014215940827497,3.6888794541139363,3.2311995745570328,Herbivore,no,71.53669250280888,-25.12165116839706,11.947643906220712,-0.09197104236799697,-0.08093096758245417,-0.11506565476392809,-0.502810438030274,0.08796222313894606,-0.1571218585376498,0.08723694850119701,-0.15290614507843062,-0.7815084354873657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akialoa_stejnegeri,Fringillidae,Passeriformes,Fringillidae,Passeriformes,insular,1.0,4.091340053201802,1.4350845252893227,1.706564623164823,3.307619034702589,4.52720864451838,3.2244602031621015,3.9318256327243257,3.555633734966574,Herbivore,no,71.53832913394427,-25.122414132198507,11.948306415449553,-0.09197043662868593,-0.08093806511067438,-0.11507783589460845,-0.5028799911274104,0.08798153948020812,-0.15715561668531683,0.08727918278848688,-0.152957589500837,-0.7816429865796247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alectroenas_nitidissimus,Columbidae,Columbiformes,Columbidae,Columbiformes,insular,1.0,3.1625170911988163,1.5623463049002497,1.7083778602890038,3.41213732170049,5.33228391611131,4.427358444671965,4.632298853376344,5.550009501266662,Herbivore,no,-67.87159220986274,29.781298062120218,10.133664352788106,-9.341541141159343,82.06746964854781,-38.58650352722982,-12.010066684116845,6.389121878855243,-3.1964146070104955,2.655293649762594,-2.4805299240990584,-2.7299924373678417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alectroenas_payandeei,Columbidae,Columbiformes,Columbidae,Columbiformes,insular,1.0,3.0731561705187946,1.4586150226995167,1.6134299337036377,3.349904087274605,5.162325807336688,4.0118683403978626,4.5682987112121864,5.384953673207583,Herbivore,no,-67.87149604038387,29.78176033410624,10.133815169271749,-9.341753020663004,82.06955157005996,-38.58751024001738,-12.010420762412924,6.389353409260063,-3.19657533421413,2.655517776129989,-2.480752941643982,-2.730160686174467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alectroenas_sp_Reunion,Columbidae,Columbiformes,Columbidae,Columbiformes,insular,1.0,2.9997242948235283,1.3887912413184778,1.5325568680981427,3.2718477096343066,5.090308702818097,3.961003627649768,4.486724430781609,5.153291594497779,Herbivore,no,-67.87164859759903,29.781027041576767,10.133575936172576,-9.341416926407746,82.06624913170515,-38.58591334828625,-12.009859108716583,6.388986147137991,-3.1963203827787443,2.6551622542898827,-2.4803991790619477,-2.7298938067156593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandrinus_exsul,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,insular,1.0,3.2939832973550063,2.67000213346468,3.251536607107749,3.070375816549757,5.316501036981665,4.344843843546165,5.3099000277911035,5.128359068737481,Herbivore,no,-39.05697150535301,34.95043599101159,-2.432811629774856,-11.0505052300275,6.8209765887769676,10.37301839087656,74.08670108954418,13.316036656063522,-4.134422359490169,0.6370317805245487,-0.9138608118622138,-2.9397613473605824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alopochen_kervazoi,Anatidae,Anseriformes,Anatidae,Anseriformes,insular,1.0,3.733135545368474,2.827905162910489,2.7013612129514133,4.176999240344289,5.718999440461062,4.728183961883236,4.627909672957581,7.0846035513110435,Herbivore,no,-210.99773840355326,-126.57053731572269,-3.7747120253383697,3.2797586133004804,-6.691822078851274,0.6902105355294227,-0.5862741793625196,1.1996175827092799,0.8766730279407569,-35.64162286090308,-51.21979599728719,0.7171255748674582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alopochen_mauritiana,Anatidae,Anseriformes,Anatidae,Anseriformes,insular,1.0,3.8501476017100584,2.8803214220426634,2.784393767689544,4.187986684925728,5.797485302756558,4.765586907393996,4.743626929135107,7.388847205213293,Herbivore,no,-210.99745956986155,-126.57002290564492,-3.774666388728991,3.279695819112711,-6.6916534990556755,0.6901918910303794,-0.5862551598271081,1.199560510855683,0.8767159671912659,-35.64075812303882,-51.217546229567304,0.7170720801912424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alopochen_sirabensis,Anatidae,Anseriformes,Anatidae,Anseriformes,insular,1.0,3.8210036070409776,2.8780742300857587,2.7638002162067017,4.177152673409416,5.765191102784844,4.935839906239309,4.76575725063604,7.357900529377604,Omnivore,no,-210.99444602774838,-126.56446333244318,-3.7741731636720806,3.2790171614329116,-6.6898315499025935,0.689990388164779,-0.5860496041034763,1.1989437061216606,0.8771799317068016,-35.63141072922203,-51.19322993657199,0.7164939119626424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazona_martinicana,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,insular,1.0,3.6566144935266607,2.8610573702273894,3.4223063448723905,3.1688448912626357,5.364432768754897,4.214790715297968,4.806885789888681,6.271933165041461,Herbivore,no,-38.55093667253011,35.915009384636974,-2.6078597428082717,-11.594580317692403,7.220814803625466,10.99295745966992,78.86245144808193,14.38102010973903,-4.586751080600904,0.8707653531641418,-1.1834743886969072,-3.3881105019299906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazona_sp_GrandTurk,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,insular,1.0,3.7003138317395994,2.8992213731731473,3.4638591427868666,3.2039652121324464,5.400783698092527,4.238877712954399,4.839767887347417,6.214608098422191,Herbivore,no,-38.55249965739412,35.9121484646418,-2.607343798922414,-11.59303733173222,7.219690121019111,10.991220624691511,78.8491901664276,14.378094290616115,-4.5855185641321174,0.870090188098931,-1.1827063848972221,-3.386925943484635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazona_sp_Montserrat,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,insular,1.0,3.4216533902295376,2.644044871126298,3.177220149599368,2.9444389791664403,5.129188403540065,4.005513348515485,4.566948973167894,5.3612921657094255,Herbivore,no,-38.55185001111162,35.913334325359585,-2.607557589446856,-11.593674988296844,7.2201546686397675,10.991937826209478,78.85466299180393,14.3793009809804,-4.586026703649513,0.8703697629831839,-1.1830241195164863,-3.3874134425261717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazona_violacea,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,insular,1.0,3.6958550678503617,2.89977188240808,3.4641721808235437,3.202339856228101,5.400151672429304,4.218624962732438,4.830950258623431,6.271933165041461,Herbivore,no,-38.56939912213889,35.881288347144846,-2.601779989708696,-11.576436332531376,7.2075950264962,10.972546647847077,78.70668080629038,14.346669907533057,-4.572285024308687,0.862813677119826,-1.1744356513414018,-3.374226761510423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplibuteo_hibbardi,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,continental,1.0,3.9808025208229716,2.805176911832933,3.147594622863237,4.600459106257972,6.208791213100627,4.954911145323894,5.465482983452789,6.928547612435996,Vertivore,no,-52.17790678689762,42.816041497607316,8.343671066751579,-21.806657468656542,-6.152476552480939,-1.8853763367826473,5.022126846022004,-78.43449888974085,-25.92153232329176,0.428471563663566,-1.7580822751769027,-5.057447918542067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amplibuteo_woodwardi,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,continental,1.0,3.9915732841861553,2.8075938314384716,3.1363634032937364,4.584661309356551,6.1956087484124085,4.908307212994733,5.402316956566521,6.827455871697408,Vertivore,no,-52.17790678689781,42.81604149760672,8.343671066751458,-21.80665746865603,-6.152476552480785,-1.8853763367826026,5.022126846021866,-78.43449888973817,-25.92153232329066,0.4284715636634596,-1.7580822751767349,-5.057447918541766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anabernicula_gracilenta,Anatidae,Anseriformes,Anatidae,Anseriformes,continental,1.0,3.8875253738277458,2.8408313123360287,2.688527534613346,3.9454577815143836,5.598755236788495,4.666359354300514,4.630545492319319,7.120848494442845,Herbivore,no,-210.99215003718976,-126.56022754473165,-3.77379738063152,3.2785001008040315,-6.688443435828121,0.6898368665751834,-0.5858929956273121,1.1984737888314285,0.8775331715749559,-35.624285363091516,-51.17470000644925,0.7160533752262793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anabernicula_oregonensis,Anatidae,Anseriformes,Anatidae,Anseriformes,continental,1.0,3.873074255289571,2.8355635214011694,2.681706225762608,3.8807387153883797,5.5801071132949795,4.662495252607361,4.598950886174174,7.073506977446927,Herbivore,no,-210.99215003719036,-126.56022754473271,-3.7737973806316125,3.2785001008041736,-6.688443435828469,0.6898368665752225,-0.5858929956273548,1.1984737888315493,0.8775331715748671,-35.62428536309331,-51.17470000645391,0.716053375226393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
