species,Island_Endemicity,Flight_Ability
Eudynamys_orientalis,no,1
Eudynamys_scolopaceus,no,1
Eudynamys_taitensis,no,1
Geococcyx_californianus,no,1
Geococcyx_velox,no,1
Guira_guira,no,1
Microdynamis_parva,no,1
Morococcyx_erythropygus,no,1
Neomorphus_geoffroyi,no,1
Neomorphus_pucheranii,no,1
Neomorphus_radiolosus,no,1
Neomorphus_rufipennis,no,1
Neomorphus_squamiger,no,1
Pachycoccyx_audeberti,no,1
Phaenicophaeus_calyorhynchus,yes,1
Phaenicophaeus_chlorophaeus,no,1
Phaenicophaeus_cumingi,yes,1
Phaenicophaeus_curvirostris,no,1
Phaenicophaeus_diardi,no,1
Phaenicophaeus_javanicus,no,1
Phaenicophaeus_leschenaultii,no,1
Phaenicophaeus_pyrrhocephalus,no,1
Phaenicophaeus_sumatranus,no,1
Phaenicophaeus_superciliosus,yes,1
Phaenicophaeus_tristis,no,1
Phaenicophaeus_viridirostris,no,1
Piaya_cayana,no,1
Piaya_melanogaster,no,1
Rhamphomantis_megarhynchus,no,1
Scythrops_novaehollandiae,no,1
Surniculus_lugubris,no,1
Surniculus_velutinus,yes,1
Tapera_naevia,no,1
Eurypyga_helias,no,1
Rhynochetos_jubatus,yes,0.5
Caracara_cheriway,no,1
Caracara_plancus,no,1
Daptrius_ater,no,1
Falco_alopex,no,1
Falco_amurensis,no,1
Falco_araea,yes,1
Falco_ardosiaceus,no,1
Falco_berigora,no,1
Falco_biarmicus,no,1
Falco_cenchroides,no,1
Falco_cherrug,no,1
Falco_chicquera,no,1
Falco_columbarius,no,1
Falco_concolor,no,1
Falco_cuvierii,no,1
Falco_deiroleucus,no,1
Falco_dickinsoni,no,1
Falco_eleonorae,no,1
Falco_fasciinucha,no,1
Falco_femoralis,no,1
Falco_hypoleucos,no,1
Falco_jugger,no,1
Falco_longipennis,no,1
Falco_mexicanus,no,1
Falco_moluccensis,no,1
Falco_naumanni,no,1
Falco_newtoni,yes,1
Falco_novaeseelandiae,no,1
Falco_pelegrinoides,no,1
Falco_peregrinus,no,1
Falco_punctatus,yes,1
Falco_rufigularis,no,1
Falco_rupicoloides,no,1
Falco_rusticolus,no,1
Falco_severus,no,1
Falco_sparverius,no,1
Falco_subbuteo,no,1
Falco_subniger,no,1
Falco_tinnunculus,no,1
Falco_vespertinus,no,1
Falco_zoniventris,yes,1
Herpetotheres_cachinnans,no,1
Ibycter_americanus,no,1
Micrastur_buckleyi,no,1
Micrastur_gilvicollis,no,1
Micrastur_mintoni,no,1
Micrastur_mirandollei,no,1
Micrastur_plumbeus,no,1
Micrastur_ruficollis,no,1
Micrastur_semitorquatus,no,1
Microhierax_caerulescens,no,1
Microhierax_erythrogenys,yes,1
Microhierax_fringillarius,no,1
Microhierax_latifrons,no,1
Microhierax_melanoleucos,no,1
Milvago_chimachima,no,1
Milvago_chimango,no,1
Phalcoboenus_albogularis,no,1
Phalcoboenus_australis,no,1
Phalcoboenus_carunculatus,no,1
Phalcoboenus_megalopterus,no,1
Polihierax_insignis,no,1
Polihierax_semitorquatus,no,1
Spiziapteryx_circumcincta,no,1
Aburria_aburri,no,1
Chamaepetes_goudotii,no,1
Chamaepetes_unicolor,no,1
Crax_alberti,no,1
Crax_alector,no,1
Crax_blumenbachii,no,1
Crax_daubentoni,no,1
Crax_fasciolata,no,1
Crax_globulosa,no,1
Crax_rubra,no,1
Mitu_mitu,no,1
Mitu_salvini,no,1
Mitu_tomentosum,no,1
Mitu_tuberosum,no,1
Nothocrax_urumutum,no,1
Oreophasis_derbianus,no,1
Ortalis_canicollis,no,1
Ortalis_cinereiceps,no,1
Ortalis_erythroptera,no,1
Ortalis_garrula,no,1
Ortalis_guttata,no,1
Ortalis_leucogastra,no,1
Ortalis_motmot,no,1
Ortalis_poliocephala,no,1
Ortalis_ruficauda,no,1
Ortalis_superciliaris,no,1
Ortalis_vetula,no,1
Ortalis_wagleri,no,1
Pauxi_pauxi,no,1
Pauxi_unicornis,no,1
Penelope_albipennis,no,1
Penelope_argyrotis,no,1
Penelope_barbata,no,1
Penelope_dabbenei,no,1
Penelope_jacquacu,no,1
Penelope_jacucaca,no,1
Penelope_marail,no,1
Penelope_montagnii,no,1
Penelope_obscura,no,1
Penelope_ochrogaster,no,1
Penelope_ortoni,no,1
Penelope_perspicax,no,1
Penelope_pileata,no,1
Penelope_purpurascens,no,1
Penelope_superciliaris,no,1
Penelopina_nigra,no,1
Pipile_cujubi,no,1
Pipile_cumanensis,no,1
Pipile_jacutinga,no,1
Pipile_pipile,no,1
Aepypodius_arfakianus,no,1
Aepypodius_bruijnii,no,1
Alectura_lathami,no,1
Eulipoa_wallacei,yes,1
Leipoa_ocellata,no,1
Macrocephalon_maleo,yes,1
Megapodius_affinis,no,1
Megapodius_bernsteinii,yes,1
Megapodius_cumingii,no,1
Megapodius_eremita,yes,1
Megapodius_freycinet,no,1
Megapodius_geelvinkianus,yes,1
Megapodius_laperouse,yes,1
Megapodius_layardi,yes,1
Megapodius_nicobariensis,yes,1
Megapodius_pritchardii,yes,1
Megapodius_reinwardt,no,1
Megapodius_tenimberensis,yes,1
Talegalla_cuvieri,no,1
Talegalla_fuscirostris,no,1
Talegalla_jobiensis,no,1
Acryllium_vulturinum,no,1
Agelastes_meleagrides,no,1
Agelastes_niger,no,1
Guttera_plumifera,no,1
Guttera_pucherani,no,1
Numida_meleagris,no,1
Callipepla_californica,no,1
Callipepla_douglasii,no,1
Callipepla_gambelii,no,1
Callipepla_squamata,no,1
Colinus_cristatus,no,1
Colinus_leucopogon,no,1
Colinus_nigrogularis,no,1
Colinus_virginianus,no,1
Cyrtonyx_montezumae,no,1
Cyrtonyx_ocellatus,no,1
Dactylortyx_thoracicus,no,1
Dendrortyx_barbatus,no,1
Dendrortyx_leucophrys,no,1
Dendrortyx_macroura,no,1
Odontophorus_atrifrons,no,1
Odontophorus_balliviani,no,1
Odontophorus_capueira,no,1
Odontophorus_columbianus,no,1
Odontophorus_dialeucos,no,1
Odontophorus_erythrops,no,1
Odontophorus_gujanensis,no,1
Odontophorus_guttatus,no,1
Odontophorus_hyperythrus,no,1
Odontophorus_leucolaemus,no,1
Odontophorus_melanonotus,no,1
Odontophorus_melanotis,no,1
Odontophorus_speciosus,no,1
Odontophorus_stellatus,no,1
Odontophorus_strophium,no,1
Oreortyx_pictus,no,1
Philortyx_fasciatus,no,1
Rhynchortyx_cinctus,no,1
Afropavo_congensis,no,1
Alectoris_barbara,no,1
Alectoris_chukar,no,1
Alectoris_graeca,no,1
Alectoris_magna,no,1
Alectoris_melanocephala,no,1
Alectoris_philbyi,no,1
Alectoris_rufa,no,1
Ammoperdix_griseogularis,no,1
Ammoperdix_heyi,no,1
Anurophasis_monorthonyx,no,1
Arborophila_ardens,no,1
Arborophila_atrogularis,no,1
Arborophila_brunneopectus,no,1
Arborophila_cambodiana,no,1
Arborophila_campbelli,no,1
Arborophila_charltonii,no,1
Arborophila_chloropus,no,1
Arborophila_crudigularis,no,1
Arborophila_davidi,no,1
Arborophila_gingica,no,1
Arborophila_hyperythra,no,1
Arborophila_javanica,no,1
Arborophila_mandellii,no,1
Arborophila_orientalis,no,1
Arborophila_rolli,no,1
Arborophila_rubrirostris,no,1
Arborophila_rufipectus,no,1
Arborophila_rufogularis,no,1
Arborophila_sumatrana,no,1
Arborophila_torqueola,no,1
Argusianus_argus,no,1
Bambusicola_fytchii,no,1
Bambusicola_thoracicus,no,1
Bonasa_bonasia,no,1
Bonasa_sewerzowi,no,1
Bonasa_umbellus,no,1
Caloperdix_oculeus,no,1
Catreus_wallichi,no,1
Centrocercus_minimus,no,1
Centrocercus_urophasianus,no,1
Chrysolophus_amherstiae,no,1
Chrysolophus_pictus,no,1
Coturnix_chinensis,no,1
Coturnix_coromandelica,no,1
Coturnix_coturnix,no,1
Coturnix_delegorguei,no,1
Coturnix_japonica,no,1
Coturnix_pectoralis,no,1
Coturnix_ypsilophora,no,1
Crossoptilon_auritum,no,1
Crossoptilon_crossoptilon,no,1
Crossoptilon_harmani,no,1
Crossoptilon_mantchuricum,no,1
Dendragapus_canadensis,no,1
Dendragapus_falcipennis,no,1
Dendragapus_fuliginosus,no,1
Dendragapus_obscurus,no,1
Francolinus_adspersus,no,1
Francolinus_afer,no,1
Francolinus_africanus,no,1
Francolinus_ahantensis,no,1
Francolinus_albogularis,no,1
Francolinus_bicalcaratus,no,1
Francolinus_camerunensis,no,1
Francolinus_capensis,no,1
Francolinus_castaneicollis,no,1
Francolinus_clappertoni,no,1
Francolinus_coqui,no,1
Francolinus_erckelii,no,1
Francolinus_finschi,no,1
Francolinus_francolinus,no,1
Francolinus_griseostriatus,no,1
Francolinus_gularis,no,1
Francolinus_hartlaubi,no,1
Francolinus_harwoodi,no,1
Francolinus_hildebrandti,no,1
Francolinus_icterorhynchus,no,1
Francolinus_jacksoni,no,1
Francolinus_lathami,no,1
Francolinus_leucoscepus,no,1
Francolinus_levaillantii,no,1
Francolinus_levaillantoides,no,1
Francolinus_nahani,no,1
Francolinus_natalensis,no,1
Francolinus_nobilis,no,1
Francolinus_ochropectus,no,1
Francolinus_pictus,no,1
Francolinus_pintadeanus,no,1
Francolinus_pondicerianus,no,1
Francolinus_psilolaemus,no,1
Francolinus_rufopictus,no,1
Francolinus_schlegelii,no,1
Francolinus_sephaena,no,1
Francolinus_shelleyi,no,1
Francolinus_squamatus,no,1
Francolinus_streptophorus,no,1
Francolinus_swainsonii,no,1
Francolinus_swierstrai,no,1
Galloperdix_bicalcarata,no,1
Galloperdix_lunulata,no,1
Galloperdix_spadicea,no,1
Gallus_gallus,no,1
Gallus_lafayetii,no,1
Gallus_sonneratii,no,1
Gallus_varius,no,1
Haematortyx_sanguiniceps,no,1
Ithaginis_cruentus,no,1
Lagopus_lagopus,no,1
Lagopus_leucura,no,1
Lagopus_muta,no,1
Lerwa_lerwa,no,1
Lophophorus_impejanus,no,1
Lophophorus_lhuysii,no,1
Lophophorus_sclateri,no,1
Lophura_bulweri,no,1
Lophura_diardi,no,1
Lophura_edwardsi,no,1
Lophura_erythrophthalma,no,1
Lophura_hatinhensis,no,1
Lophura_hoogerwerfi,no,1
Lophura_ignita,no,1
Lophura_inornata,no,1
Lophura_leucomelanos,no,1
Lophura_nycthemera,no,1
Lophura_swinhoii,no,1
Margaroperdix_madagascariensis,yes,1
Melanoperdix_niger,no,1
Meleagris_gallopavo,no,1
Meleagris_ocellata,no,1
Pavo_cristatus,no,1
Pavo_muticus,no,1
Perdicula_argoondah,no,1
Perdicula_asiatica,no,1
Perdicula_erythrorhyncha,no,1
Perdicula_manipurensis,no,1
Perdix_dauurica,no,1
Perdix_hodgsoniae,no,1
Perdix_perdix,no,1
Phasianus_colchicus,no,1
Phasianus_versicolor,no,1
Polyplectron_bicalcaratum,no,1
Polyplectron_chalcurum,no,1
Polyplectron_germaini,no,1
Polyplectron_inopinatum,no,1
Polyplectron_katsumatae,no,1
Polyplectron_malacense,no,1
Polyplectron_napoleonis,no,1
Polyplectron_schleiermacheri,no,1
Ptilopachus_petrosus,no,1
Pucrasia_macrolopha,no,1
Rheinardia_ocellata,no,1
Rhizothera_longirostris,no,1
Rollulus_rouloul,no,1
Syrmaticus_ellioti,no,1
Syrmaticus_humiae,no,1
Syrmaticus_mikado,no,1
Syrmaticus_reevesii,no,1
Syrmaticus_soemmerringii,no,1
Tetrao_mlokosiewiczi,no,1
Tetrao_parvirostris,no,1
Tetrao_tetrix,no,1
Tetrao_urogallus,no,1
Tetraogallus_altaicus,no,1
Tetraogallus_caspius,no,1
Tetraogallus_caucasicus,no,1
Tetraogallus_himalayensis,no,1
Tetraogallus_tibetanus,no,1
Tetraophasis_obscurus,no,1
Tetraophasis_szechenyii,no,1
Tragopan_blythii,no,1
Tragopan_caboti,no,1
Tragopan_melanocephalus,no,1
Tragopan_satyra,no,1
Tragopan_temminckii,no,1
Tympanuchus_cupido,no,1
Tympanuchus_pallidicinctus,no,1
Tympanuchus_phasianellus,no,1
Xenoperdix_udzungwensis,no,1
Gavia_adamsii,no,1
Gavia_arctica,no,1
Gavia_immer,no,1
Gavia_pacifica,no,1
Gavia_stellata,no,1
Aramus_guarauna,no,1
Balearica_pavonina,no,1
Balearica_regulorum,no,1
Grus_americana,no,1
Grus_antigone,no,1
Grus_canadensis,no,1
Grus_carunculatus,no,1
Grus_grus,no,1
Grus_japonensis,no,1
Grus_leucogeranus,no,1
Grus_monacha,no,1
Grus_nigricollis,no,1
Grus_paradisea,no,1
Grus_rubicunda,no,1
Grus_vipio,no,1
Grus_virgo,no,1
Heliopais_personatus,no,1
Heliornis_fulica,no,1
Podica_senegalensis,no,1
Psophia_crepitans,no,1
Psophia_leucoptera,no,1
Psophia_viridis,no,1
Aenigmatolimnas_marginalis,no,1
Amaurolimnas_concolor,no,1
Amaurornis_akool,no,1
Amaurornis_bicolor,no,1
Amaurornis_flavirostra,no,1
Amaurornis_isabellina,yes,1
Amaurornis_magnirostris,yes,1
Amaurornis_moluccana,no,1
Amaurornis_olivacea,yes,1
Amaurornis_olivieri,yes,1
Amaurornis_phoenicurus,no,1
Anurolimnas_castaneiceps,no,1
Anurolimnas_fasciatus,no,1
Anurolimnas_viridis,no,1
Aramides_axillaris,no,1
Aramides_cajanea,no,1
Aramides_calopterus,no,1
Aramides_mangle,no,1
Aramides_saracura,no,1
Aramides_wolfi,no,1
Aramides_ypecaha,no,1
Aramidopsis_plateni,yes,0
Atlantisia_rogersi,yes,0
Canirallus_kioloides,yes,1
Canirallus_oculeus,no,1
Coturnicops_exquisitus,no,1
Coturnicops_notatus,no,1
Coturnicops_noveboracensis,no,1
Crecopsis_egregia,no,1
Crex_crex,no,1
Cyanolimnas_cerverai,yes,1
Dryolimnas_cuvieri,yes,0
Eulabeornis_castaneoventris,no,1
Fulica_alai,yes,1
Fulica_americana,no,1
Fulica_ardesiaca,no,1
Fulica_armillata,no,1
Fulica_atra,no,1
Fulica_caribaea,no,1
Fulica_cornuta,no,1
Fulica_cristata,no,1
Fulica_gigantea,no,0
Fulica_leucoptera,no,1
Fulica_rufifrons,no,1
Gallicrex_cinerea,no,1
Gallinula_angulata,no,1
Gallinula_chloropus,no,1
Gallinula_melanops,no,1
Gallinula_mortierii,no,0
Gallinula_nesiotis,yes,0
Gallinula_silvestris,yes,0
Gallinula_tenebrosa,no,1
Gallinula_ventralis,no,1
Gallirallus_australis,no,0
Gallirallus_calayanensis,yes,0
Gallirallus_insignis,yes,0
Gallirallus_okinawae,yes,1
Gallirallus_owstoni,yes,0
Gallirallus_philippensis,no,1
Gallirallus_rovianae,yes,0
Gallirallus_striatus,no,1
Gallirallus_sylvestris,yes,0
Gallirallus_torquatus,no,1
Gymnocrex_plumbeiventris,no,1
Gymnocrex_rosenbergii,yes,1
Gymnocrex_talaudensis,yes,1
Habroptila_wallacii,yes,0
Himantornis_haematopus,no,1
Laterallus_albigularis,no,1
Laterallus_exilis,no,1
Laterallus_jamaicensis,no,1
Laterallus_leucopyrrhus,no,1
Laterallus_levraudi,no,1
Laterallus_melanophaius,no,1
Laterallus_ruber,no,1
Laterallus_spilonotus,yes,1
Laterallus_tuerosi,no,1
Laterallus_xenopterus,no,1
Lewinia_mirifica,yes,1
Lewinia_muelleri,yes,1
Lewinia_pectoralis,no,1
Megacrex_inepta,no,0
Micropygia_schomburgkii,no,1
Neocrex_colombiana,no,1
Neocrex_erythrops,no,1
Nesoclopeus_woodfordi,yes,0
Pardirallus_maculatus,no,1
Pardirallus_nigricans,no,1
Pardirallus_sanguinolentus,no,1
Porphyrio_alleni,no,1
Porphyrio_flavirostris,no,1
Porphyrio_hochstetteri,no,0
Porphyrio_martinica,no,1
Porphyrio_porphyrio,no,1
Porzana_albicollis,no,1
Porzana_atra,yes,0
Porzana_carolina,no,1
Porzana_cinerea,no,1
Porzana_flaviventer,no,1
Porzana_fluminea,no,1
Porzana_fusca,no,1
Porzana_parva,no,1
Porzana_paykullii,no,1
Porzana_porzana,no,1
Porzana_pusilla,no,1
Porzana_spiloptera,no,1
Porzana_tabuensis,no,1
Rallina_canningi,yes,1
Rallina_eurizonoides,no,1
Rallina_fasciata,no,1
Rallina_forbesi,no,1
Rallina_leucospila,no,1
Rallina_mayri,no,1
Rallina_rubra,no,1
Rallina_tricolor,no,1
Rallus_antarcticus,no,1
Rallus_aquaticus,no,1
Rallus_caerulescens,no,1
Rallus_elegans,no,1
Rallus_limicola,no,1
Rallus_longirostris,no,1
Rallus_madagascariensis,yes,1
Rallus_semiplumbeus,no,1
Rallus_wetmorei,no,1
Rougetius_rougetii,no,1
Sarothrura_affinis,no,1
Sarothrura_ayresi,no,1
Sarothrura_boehmi,no,1
Sarothrura_elegans,no,1
Sarothrura_insularis,yes,1
Sarothrura_lugens,no,1
Sarothrura_pulchra,no,1
Sarothrura_rufa,no,1
Sarothrura_watersi,yes,1
Leptosomus_discolor,yes,1
Mesitornis_unicolor,yes,0
Mesitornis_variegatus,yes,1
Monias_benschi,yes,1
Corythaeola_cristata,no,1
Corythaixoides_concolor,no,1
Corythaixoides_leucogaster,no,1
Corythaixoides_personatus,no,1
Crinifer_piscator,no,1
Crinifer_zonurus,no,1
Musophaga_rossae,no,1
Musophaga_violacea,no,1
Ruwenzorornis_johnstoni,no,1
Tauraco_bannermani,no,1
Tauraco_corythaix,no,1
Tauraco_erythrolophus,no,1
Tauraco_fischeri,no,1
Tauraco_hartlaubi,no,1
Tauraco_leucolophus,no,1
Tauraco_leucotis,no,1
Tauraco_livingstonii,no,1
Tauraco_macrorhynchus,no,1
Tauraco_persa,no,1
Tauraco_porphyreolophus,no,1
Tauraco_ruspolii,no,1
Tauraco_schalowi,no,1
Tauraco_schuetti,no,1
Opisthocomus_hoazin,no,1
Ardeotis_arabs,no,1
Ardeotis_australis,no,1
Ardeotis_kori,no,1
Ardeotis_nigriceps,no,1
Chlamydotis_undulata,no,1
Eupodotis_afra,no,1
Eupodotis_afraoides,no,1
Eupodotis_caerulescens,no,1
Eupodotis_gindiana,no,1
Eupodotis_hartlaubii,no,1
Eupodotis_humilis,no,1
Eupodotis_melanogaster,no,1
Eupodotis_rueppellii,no,1
Eupodotis_ruficrista,no,1
Eupodotis_savilei,no,1
Eupodotis_senegalensis,no,1
Eupodotis_vigorsii,no,1
Houbaropsis_bengalensis,no,1
Neotis_denhami,no,1
Neotis_heuglinii,no,1
Neotis_ludwigii,no,1
Neotis_nuba,no,1
Otis_tarda,no,1
Sypheotides_indicus,no,1
Tetrax_tetrax,no,1
Acanthisitta_chloris,no,1
Xenicus_gilviventris,no,1
Acanthiza_apicalis,no,1
Acanthiza_chrysorrhoa,no,1
Acanthiza_ewingii,no,1
Acanthiza_inornata,no,1
Acanthiza_iredalei,no,1
Acanthiza_katherina,no,1
Acanthiza_lineata,no,1
Acanthiza_murina,no,1
Acanthiza_nana,no,1
Acanthiza_pusilla,no,1
Acanthiza_reguloides,no,1
Acanthiza_robustirostris,no,1
Acanthiza_uropygialis,no,1
Acanthornis_magna,no,1
Aphelocephala_leucopsis,no,1
Aphelocephala_nigricincta,no,1
Aphelocephala_pectoralis,no,1
Calamanthus_campestris,no,1
Calamanthus_fuliginosus,no,1
Chthonicola_sagittatus,no,1
Crateroscelis_murina,no,1
Crateroscelis_nigrorufa,no,1
Crateroscelis_robusta,no,1
Gerygone_albofrontata,yes,1
Gerygone_chloronota,no,1
Gerygone_chrysogaster,no,1
Gerygone_cinerea,no,1
Gerygone_dorsalis,yes,1
Gerygone_flavolateralis,yes,1
Gerygone_fusca,no,1
Gerygone_hypoxantha,yes,1
Gerygone_igata,no,1
Gerygone_inornata,yes,1
Gerygone_levigaster,no,1
Gerygone_magnirostris,yes,1
Gerygone_modesta,yes,1
Gerygone_mouki,no,1
Gerygone_olivacea,no,1
Gerygone_palpebrosa,no,1
Gerygone_ruficollis,no,1
Gerygone_sulphurea,no,1
Gerygone_tenebrosa,no,1
Hylacola_cauta,no,1
Hylacola_pyrrhopygia,no,1
Mohoua_albicilla,no,1
Mohoua_novaeseelandiae,no,1
Mohoua_ochrocephala,no,1
Oreoscopus_gutturalis,no,1
Origma_solitaria,no,1
Pycnoptilus_floccosus,no,1
Pyrrholaemus_brunneus,no,1
Sericornis_arfakianus,no,1
Sericornis_beccarii,no,1
Sericornis_citreogularis,no,1
Sericornis_frontalis,no,1
Sericornis_humilis,no,1
Sericornis_keri,no,1
Sericornis_magnirostra,no,1
Sericornis_nouhuysi,no,1
Sericornis_papuensis,no,1
Sericornis_perspicillatus,no,1
Sericornis_rufescens,no,1
Sericornis_spilodera,no,1
Sericornis_virgatus,no,1
Smicrornis_brevirostris,no,1
Aegithalos_caudatus,no,1
Aegithalos_concinnus,no,1
Aegithalos_fuliginosus,no,1
Aegithalos_iouschistos,no,1
Aegithalos_leucogenys,no,1
Aegithalos_niveogularis,no,1
Leptopoecile_elegans,no,1
Leptopoecile_sophiae,no,1
Psaltria_exilis,no,1
Psaltriparus_minimus,no,1
Aegithina_lafresnayei,no,1
Aegithina_nigrolutea,no,1
Aegithina_tiphia,no,1
Aegithina_viridissima,no,1
Alaemon_alaudipes,no,1
Alaemon_hamertoni,no,1
Alauda_arvensis,no,1
Alauda_gulgula,no,1
Alauda_japonica,no,1
Alauda_razae,yes,1
Ammomanes_cinctura,no,1
Ammomanes_deserti,no,1
Ammomanes_grayi,no,1
Ammomanes_phoenicura,no,1
Calandrella_acutirostris,no,1
Calandrella_brachydactyla,no,1
Calandrella_cheleensis,no,1
Calandrella_cinerea,no,1
Calandrella_raytal,no,1
Calandrella_rufescens,no,1
Calandrella_somalica,no,1
Certhilauda_albescens,no,1
Certhilauda_barlowi,no,1
Certhilauda_burra,no,1
Certhilauda_chuana,no,1
Certhilauda_curvirostris,no,1
Certhilauda_erythrochlamys,no,1
Certhilauda_semitorquata,no,1
Certhilauda_subcoronata,no,1
Chersomanes_albofasciata,no,1
Chersophilus_duponti,no,1
Eremalauda_dunni,no,1
Eremalauda_starki,no,1
Eremophila_alpestris,no,1
Eremophila_bilopha,no,1
Eremopterix_australis,no,1
Eremopterix_griseus,no,1
Eremopterix_leucopareia,no,1
Eremopterix_leucotis,no,1
Eremopterix_nigriceps,no,1
Eremopterix_signatus,no,1
Eremopterix_verticalis,no,1
Galerida_cristata,no,1
Galerida_deva,no,1
Galerida_magnirostris,no,1
Galerida_malabarica,no,1
Galerida_modesta,no,1
Galerida_theklae,no,1
Heteromirafra_archeri,no,1
Heteromirafra_ruddi,no,1
Heteromirafra_sidamoensis,no,1
Lullula_arborea,no,1
Melanocorypha_bimaculata,no,1
Melanocorypha_calandra,no,1
Melanocorypha_leucoptera,no,1
Melanocorypha_maxima,no,1
Melanocorypha_mongolica,no,1
Melanocorypha_yeltoniensis,no,1
Mirafra_affinis,no,1
Mirafra_africana,no,1
Mirafra_africanoides,no,1
Mirafra_albicauda,no,1
Mirafra_alopex,no,1
Mirafra_angolensis,no,1
Mirafra_apiata,no,1
Mirafra_ashi,no,1
Mirafra_assamica,no,1
Mirafra_cantillans,no,1
Mirafra_cheniana,no,1
Mirafra_collaris,no,1
Mirafra_cordofanica,no,1
Mirafra_erythrocephala,no,1
Mirafra_erythroptera,no,1
Mirafra_gilletti,no,1
Mirafra_hova,yes,1
Mirafra_hypermetra,no,1
Mirafra_javanica,no,1
Mirafra_microptera,no,1
Mirafra_passerina,no,1
Mirafra_poecilosterna,no,1
Mirafra_pulpa,no,1
Mirafra_rufa,no,1
Mirafra_rufocinnamomea,no,1
Mirafra_sabota,no,1
Mirafra_somalica,no,1
Mirafra_williamsi,no,1
Pinarocorys_erythropygia,no,1
Pinarocorys_nigricans,no,1
Pseudalaemon_fremantlii,no,1
Rhamphocoris_clotbey,no,1
Spizocorys_conirostris,no,1
Spizocorys_fringillaris,no,1
Spizocorys_obbiensis,no,1
Spizocorys_personata,no,1
Spizocorys_sclateri,no,1
Artamus_cinereus,no,1
Artamus_cyanopterus,no,1
Artamus_fuscus,no,1
Artamus_insignis,yes,1
Artamus_leucorynchus,no,1
Artamus_maximus,no,1
Artamus_mentalis,yes,1
Artamus_minor,no,1
Artamus_monachus,yes,1
Artamus_personatus,no,1
Artamus_superciliosus,no,1
Atrichornis_clamosus,no,1
Atrichornis_rufescens,no,1
Bombycilla_cedrorum,no,1
Bombycilla_garrulus,no,1
Bombycilla_japonica,no,1
Hypocolius_ampelinus,no,1
Phainopepla_nitens,no,1
Phainoptila_melanoxantha,no,1
Ptilogonys_caudatus,no,1
Ptilogonys_cinereus,no,1
Callaeas_cinereus,no,1
Philesturnus_carunculatus,no,1
Campephaga_flava,no,1
Campephaga_lobata,no,1
Campephaga_oriolina,no,1
Campephaga_petiti,no,1
Campephaga_phoenicea,no,1
Campephaga_quiscalina,no,1
Campochaera_sloetii,no,1
Coracina_abbotti,yes,1
Coracina_analis,yes,1
Coracina_atriceps,yes,1
Coracina_azurea,no,1
Coracina_bicolor,yes,1
Coracina_boyeri,no,1
Coracina_caeruleogrisea,no,1
Coracina_caesia,no,1
Coracina_caledonica,yes,1
Coracina_ceramensis,yes,1
Coracina_cinerea,yes,1
Coracina_coerulescens,yes,1
Coracina_dispar,yes,1
Coracina_dohertyi,yes,1
Coracina_fimbriata,no,1
Coracina_fortis,yes,1
Coracina_graueri,no,1
Coracina_holopolia,yes,1
Coracina_incerta,no,1
Coracina_javensis,no,1
Coracina_larvata,no,1
Coracina_leucopygia,yes,1
Coracina_lineata,no,1
Coracina_longicauda,no,1
Coracina_macei,no,1
Coracina_maxima,no,1
Coracina_mcgregori,yes,1
Coracina_melanoptera,no,1
Coracina_melas,no,1
Coracina_melaschistos,no,1
Coracina_mindanensis,yes,1
Coracina_montana,no,1
Coracina_morio,yes,1
Coracina_newtoni,yes,1
Coracina_novaehollandiae,no,1
Coracina_ostenta,yes,1
Coracina_papuensis,no,1
Coracina_parvula,yes,1
Coracina_pectoralis,no,1
Coracina_personata,yes,1
Coracina_polioptera,no,1
Coracina_schistacea,yes,1
Coracina_schisticeps,no,1
Coracina_striata,no,1
Coracina_sula,yes,1
Coracina_temminckii,yes,1
Coracina_tenuirostris,no,1
Coracina_typica,yes,1
Hemipus_hirundinaceus,no,1
Hemipus_picatus,no,1
Lalage_atrovirens,no,1
Lalage_aurea,yes,1
Lalage_leucomela,no,1
Lalage_leucopyga,yes,1
Lalage_leucopygialis,yes,1
Lalage_maculosa,yes,1
Lalage_melanoleuca,yes,1
Lalage_moesta,yes,1
Lalage_nigra,no,1
Lalage_sharpei,yes,1
Lalage_sueurii,no,1
Lalage_tricolor,no,1
Pericrocotus_brevirostris,no,1
Pericrocotus_cantonensis,no,1
Pericrocotus_cinnamomeus,no,1
Pericrocotus_divaricatus,no,1
Pericrocotus_erythropygius,no,1
Pericrocotus_ethologus,no,1
Pericrocotus_flammeus,no,1
Pericrocotus_igneus,no,1
Pericrocotus_lansbergei,yes,1
Pericrocotus_miniatus,no,1
Pericrocotus_roseus,no,1
Pericrocotus_solaris,no,1
Pericrocotus_tegimae,no,1
Tephrodornis_gularis,no,1
Tephrodornis_pondicerianus,no,1
Amaurospiza_carrizalensis,no,1
Amaurospiza_concolor,no,1
Amaurospiza_moesta,no,1
Cardinalis_cardinalis,no,1
Cardinalis_phoeniceus,no,1
Cardinalis_sinuatus,no,1
Caryothraustes_canadensis,no,1
Caryothraustes_poliogaster,no,1
Chlorothraupis_carmioli,no,1
Chlorothraupis_olivacea,no,1
Chlorothraupis_stolzmanni,no,1
Cyanocompsa_brissonii,no,1
Cyanocompsa_cyanoides,no,1
Cyanocompsa_parellina,no,1
Cyanoloxia_glaucocaerulea,no,1
Granatellus_pelzelni,no,1
Granatellus_sallaei,no,1
Granatellus_venustus,no,1
Habia_atrimaxillaris,no,1
