species,Island_Endemicity,Flight_Ability
Cercomela_tractrac,no,1
Cercotrichas_podobe,no,1
Chaimarrornis_leucocephalus,no,1
Cichladusa_arquata,no,1
Cichladusa_guttata,no,1
Cichladusa_ruficauda,no,1
Cinclidium_diana,no,1
Cinclidium_frontale,no,1
Cinclidium_leucurum,no,1
Copsychus_albospecularis,yes,1
Copsychus_cebuensis,yes,1
Copsychus_luzoniensis,yes,1
Copsychus_malabaricus,no,1
Copsychus_niger,no,1
Copsychus_saularis,no,1
Copsychus_sechellarum,yes,1
Copsychus_stricklandii,no,1
Cossypha_albicapilla,no,1
Cossypha_anomala,no,1
Cossypha_archeri,no,1
Cossypha_caffra,no,1
Cossypha_cyanocampter,no,1
Cossypha_dichroa,no,1
Cossypha_heinrichi,no,1
Cossypha_heuglini,no,1
Cossypha_humeralis,no,1
Cossypha_isabellae,no,1
Cossypha_natalensis,no,1
Cossypha_niveicapilla,no,1
Cossypha_polioptera,no,1
Cossypha_semirufa,no,1
Cossyphicula_roberti,no,1
Culicicapa_ceylonensis,no,1
Culicicapa_helianthea,no,1
Cyanoptila_cyanomelana,no,1
Cyornis_banyumas,no,1
Cyornis_caerulatus,no,1
Cyornis_concretus,no,1
Cyornis_hainanus,no,1
Cyornis_herioti,yes,1
Cyornis_hoevelli,yes,1
Cyornis_hyacinthinus,yes,1
Cyornis_lemprieri,no,1
Cyornis_magnirostris,no,1
Cyornis_omissus,yes,1
Cyornis_pallipes,no,1
Cyornis_poliogenys,no,1
Cyornis_rubeculoides,no,1
Cyornis_ruckii,no,1
Cyornis_rufigastra,no,1
Cyornis_sanfordi,yes,1
Cyornis_superbus,no,1
Cyornis_tickelliae,no,1
Cyornis_turcosus,no,1
Cyornis_unicolor,no,1
Dioptrornis_brunneus,no,1
Dioptrornis_chocolatinus,no,1
Dioptrornis_fischeri,no,1
Empidornis_semipartitus,no,1
Enicurus_immaculatus,no,1
Enicurus_leschenaulti,no,1
Enicurus_maculatus,no,1
Enicurus_ruficapillus,no,1
Enicurus_schistaceus,no,1
Enicurus_scouleri,no,1
Enicurus_velatus,no,1
Erithacus_akahige,no,1
Erithacus_komadori,no,1
Erithacus_rubecula,no,1
Erythropygia_barbata,no,1
Erythropygia_coryphaeus,no,1
Erythropygia_galactotes,no,1
Erythropygia_hartlaubi,no,1
Erythropygia_leucophrys,no,1
Erythropygia_leucosticta,no,1
Erythropygia_paena,no,1
Erythropygia_quadrivirgata,no,1
Erythropygia_signata,no,1
Eumyias_albicaudatus,no,1
Eumyias_indigo,no,1
Eumyias_panayensis,yes,1
Eumyias_sordidus,no,1
Eumyias_thalassinus,no,1
Ficedula_albicilla,no,1
Ficedula_albicollis,no,1
Ficedula_basilanica,yes,1
Ficedula_bonthaina,yes,1
Ficedula_buruensis,yes,1
Ficedula_crypta,yes,1
Ficedula_disposita,yes,1
Ficedula_dumetoria,no,1
Ficedula_harterti,yes,1
Ficedula_henrici,yes,1
Ficedula_hodgsonii,no,1
Ficedula_hyperythra,no,1
Ficedula_hypoleuca,no,1
Ficedula_monileger,no,1
Ficedula_mugimaki,no,1
Ficedula_narcissina,no,1
Ficedula_nigrorufa,no,1
Ficedula_parva,no,1
Ficedula_platenae,no,1
Ficedula_rufigula,yes,1
Ficedula_sapphira,no,1
Ficedula_semitorquata,no,1
Ficedula_solitaris,no,1
Ficedula_strophiata,no,1
Ficedula_subrubra,no,1
Ficedula_superciliaris,no,1
Ficedula_timorensis,yes,1
Ficedula_tricolor,no,1
Ficedula_westermanni,no,1
Ficedula_zanthopygia,no,1
Fraseria_cinerascens,no,1
Fraseria_ocreata,no,1
Grandala_coelicolor,no,1
Hodgsonius_phaenicuroides,no,1
Humblotia_flavirostris,yes,1
Irania_gutturalis,no,1
Luscinia_brunnea,no,1
Luscinia_calliope,no,1
Luscinia_cyane,no,1
Luscinia_luscinia,no,1
Luscinia_megarhynchos,no,1
Luscinia_obscura,no,1
Luscinia_pectardens,no,1
Luscinia_pectoralis,no,1
Luscinia_ruficeps,no,1
Luscinia_sibilans,no,1
Luscinia_svecica,no,1
Melaenornis_annamarulae,no,1
Melaenornis_ardesiacus,no,1
Melaenornis_edolioides,no,1
Melaenornis_pammelaina,no,1
Modulatrix_orostruthus,no,1
Modulatrix_stictigula,no,1
Monticola_angolensis,no,1
Monticola_brevipes,no,1
Monticola_cinclorhynchus,no,1
Monticola_erythronotus,yes,1
Monticola_explorator,no,1
Monticola_gularis,no,1
Monticola_imerinus,yes,1
Monticola_rufiventris,no,1
Monticola_rufocinereus,no,1
Monticola_rupestris,no,1
Monticola_saxatilis,no,1
Monticola_sharpei,yes,1
Monticola_solitarius,no,1
Muscicapa_adusta,no,1
Muscicapa_aquatica,no,1
Muscicapa_boehmi,no,1
Muscicapa_caerulescens,no,1
Muscicapa_cassini,no,1
Muscicapa_comitata,no,1
Muscicapa_dauurica,no,1
Muscicapa_epulata,no,1
Muscicapa_ferruginea,no,1
Muscicapa_gambagae,no,1
Muscicapa_griseisticta,no,1
Muscicapa_infuscata,no,1
Muscicapa_lendu,no,1
Muscicapa_muttui,no,1
Muscicapa_olivascens,no,1
Muscicapa_randi,yes,1
Muscicapa_ruficauda,no,1
Muscicapa_segregata,yes,1
Muscicapa_sethsmithi,no,1
Muscicapa_sibirica,no,1
Muscicapa_striata,no,1
Muscicapa_tessmanni,no,1
Muscicapa_ussheri,no,1
Muscicapella_hodgsoni,no,1
Myiomela_albiventris,no,1
Myiomela_major,no,1
Myioparus_griseigularis,no,1
Myioparus_plumbeus,no,1
Myrmecocichla_aethiops,no,1
Myrmecocichla_albifrons,no,1
Myrmecocichla_arnoti,no,1
Myrmecocichla_cinnamomeiventris,no,1
Myrmecocichla_formicivora,no,1
Myrmecocichla_melaena,no,1
Myrmecocichla_nigra,no,1
Myrmecocichla_semirufa,no,1
Myrmecocichla_tholloni,no,1
Namibornis_herero,no,1
Niltava_davidi,no,1
Niltava_grandis,no,1
Niltava_macgrigoriae,no,1
Niltava_sumatrana,no,1
Niltava_sundara,no,1
Niltava_vivida,no,1
Oenanthe_albonigra,no,1
Oenanthe_bifasciata,no,1
Oenanthe_bottae,no,1
Oenanthe_chrysopygia,no,1
Oenanthe_cypriaca,no,1
Oenanthe_deserti,no,1
Oenanthe_finschii,no,1
Oenanthe_hispanica,no,1
Oenanthe_isabellina,no,1
Oenanthe_leucopyga,no,1
Oenanthe_leucura,no,1
Oenanthe_lugens,no,1
Oenanthe_lugentoides,no,1
Oenanthe_moesta,no,1
Oenanthe_monacha,no,1
Oenanthe_monticola,no,1
Oenanthe_oenanthe,no,1
Oenanthe_phillipsi,no,1
Oenanthe_picata,no,1
Oenanthe_pileata,no,1
Oenanthe_pleschanka,no,1
Oenanthe_xanthoprymna,no,1
Philentoma_pyrhoptera,no,1
Philentoma_velata,no,1
Phoenicurus_alaschanicus,no,1
Phoenicurus_auroreus,no,1
Phoenicurus_caeruleocephala,no,1
Phoenicurus_erythrogastrus,no,1
Phoenicurus_erythronotus,no,1
Phoenicurus_frontalis,no,1
Phoenicurus_hodgsoni,no,1
Phoenicurus_moussieri,no,1
Phoenicurus_ochruros,no,1
Phoenicurus_phoenicurus,no,1
Phoenicurus_schisticeps,no,1
Pinarornis_plumosus,no,1
Pogonocichla_stellata,no,1
Rhinomyias_additus,yes,1
Rhinomyias_albigularis,yes,1
Rhinomyias_brunneatus,no,1
Rhinomyias_colonus,yes,1
Rhinomyias_goodfellowi,yes,1
Rhinomyias_gularis,no,1
Rhinomyias_insignis,yes,1
Rhinomyias_olivaceus,no,1
Rhinomyias_oscillans,yes,1
Rhinomyias_ruficauda,no,1
Rhinomyias_umbratilis,no,1
Rhyacornis_bicolor,yes,1
Rhyacornis_fuliginosa,no,1
Saxicola_caprata,no,1
Saxicola_dacotiae,yes,1
Saxicola_ferreus,no,1
Saxicola_gutturalis,yes,1
Saxicola_insignis,no,1
Saxicola_jerdoni,no,1
Saxicola_leucurus,no,1
Saxicola_macrorhynchus,no,1
Saxicola_rubetra,no,1
Saxicola_tectes,yes,1
Saxicola_torquatus,no,1
Saxicoloides_fulicatus,no,1
Sheppardia_aequatorialis,no,1
Sheppardia_aurantiithorax,no,1
Sheppardia_bocagei,no,1
Sheppardia_cyornithopsis,no,1
Sheppardia_gabela,no,1
Sheppardia_gunningi,no,1
Sheppardia_lowei,no,1
Sheppardia_montana,no,1
Sheppardia_sharpei,no,1
Sigelus_silens,no,1
Stenostira_scita,no,1
Stiphrornis_erythrothorax,no,1
Swynnertonia_swynnertoni,no,1
Tarsiger_chrysaeus,no,1
Tarsiger_cyanurus,no,1
Tarsiger_hyperythrus,no,1
Tarsiger_indicus,no,1
Tarsiger_johnstoniae,no,1
Trichixos_pyrropygus,no,1
Xenocopsychus_ansorgei,no,1
Aethopyga_bella,yes,1
Aethopyga_boltoni,yes,1
Aethopyga_christinae,no,1
Aethopyga_duyvenbodei,yes,1
Aethopyga_eximia,no,1
Aethopyga_flagrans,yes,1
Aethopyga_gouldiae,no,1
Aethopyga_ignicauda,no,1
Aethopyga_linaraborae,yes,1
Aethopyga_mystacalis,no,1
Aethopyga_nipalensis,no,1
Aethopyga_primigenia,yes,1
Aethopyga_pulcherrima,yes,1
Aethopyga_saturata,no,1
Aethopyga_shelleyi,no,1
Aethopyga_siparaja,no,1
Anthreptes_anchietae,no,1
Anthreptes_aurantium,no,1
Anthreptes_collaris,no,1
Anthreptes_fraseri,no,1
Anthreptes_gabonicus,no,1
Anthreptes_longuemarei,no,1
Anthreptes_malacensis,no,1
Anthreptes_metallicus,no,1
Anthreptes_neglectus,no,1
Anthreptes_orientalis,no,1
Anthreptes_pallidigaster,no,1
Anthreptes_platurus,no,1
Anthreptes_rectirostris,no,1
Anthreptes_reichenowi,no,1
Anthreptes_rhodolaemus,no,1
Anthreptes_rubritorques,no,1
Anthreptes_simplex,no,1
Anthreptes_singalensis,no,1
Arachnothera_affinis,no,1
Arachnothera_chrysogenys,no,1
Arachnothera_clarae,yes,1
Arachnothera_crassirostris,no,1
Arachnothera_everetti,no,1
Arachnothera_flavigaster,no,1
Arachnothera_juliae,no,1
Arachnothera_longirostra,no,1
Arachnothera_magna,no,1
Arachnothera_robusta,no,1
Hypogramma_hypogrammicum,no,1
Nectarinia_adelberti,no,1
Nectarinia_afra,no,1
Nectarinia_alinae,no,1
Nectarinia_amethystina,no,1
Nectarinia_asiatica,no,1
Nectarinia_aspasia,no,1
Nectarinia_balfouri,yes,1
Nectarinia_bannermani,no,1
Nectarinia_batesi,no,1
Nectarinia_bifasciata,no,1
Nectarinia_bocagii,no,1
Nectarinia_bouvieri,no,1
Nectarinia_buettikoferi,yes,1
Nectarinia_calcostetha,no,1
Nectarinia_chalcomelas,no,1
Nectarinia_chalybea,no,1
Nectarinia_chloropygia,no,1
Nectarinia_coccinigaster,no,1
Nectarinia_comorensis,yes,1
Nectarinia_congensis,no,1
Nectarinia_coquerellii,yes,1
Nectarinia_cuprea,no,1
Nectarinia_cyanolaema,no,1
Nectarinia_dussumieri,yes,1
Nectarinia_erythrocerca,no,1
Nectarinia_famosa,no,1
Nectarinia_fuelleborni,no,1
Nectarinia_fuliginosa,no,1
Nectarinia_fusca,no,1
Nectarinia_habessinica,no,1
Nectarinia_hartlaubii,yes,1
Nectarinia_humbloti,yes,1
Nectarinia_hunteri,no,1
Nectarinia_johannae,no,1
Nectarinia_johnstoni,no,1
Nectarinia_jugularis,no,1
Nectarinia_kilimensis,no,1
Nectarinia_lotenia,no,1
Nectarinia_loveridgei,no,1
Nectarinia_ludovicensis,no,1
Nectarinia_manoensis,no,1
Nectarinia_mariquensis,no,1
Nectarinia_mediocris,no,1
Nectarinia_minima,no,1
Nectarinia_minulla,no,1
Nectarinia_moreaui,no,1
Nectarinia_nectarinioides,no,1
Nectarinia_neergardi,no,1
Nectarinia_newtonii,yes,1
Nectarinia_notata,yes,1
Nectarinia_olivacea,no,1
Nectarinia_oritis,no,1
Nectarinia_osea,no,1
Nectarinia_oustaleti,no,1
Nectarinia_pembae,yes,1
Nectarinia_preussi,no,1
Nectarinia_pulchella,no,1
Nectarinia_purpureiventris,no,1
Nectarinia_regia,no,1
Nectarinia_reichenbachii,no,1
Nectarinia_reichenowi,no,1
Nectarinia_rockefelleri,no,1
Nectarinia_rubescens,no,1
Nectarinia_rufipennis,no,1
Nectarinia_seimundi,no,1
Nectarinia_senegalensis,no,1
Nectarinia_shelleyi,no,1
Nectarinia_solaris,yes,1
Nectarinia_sovimanga,yes,1
Nectarinia_sperata,no,1
Nectarinia_stuhlmanni,no,1
Nectarinia_superba,no,1
Nectarinia_tacazze,no,1
Nectarinia_talatala,no,1
Nectarinia_thomensis,yes,1
Nectarinia_tsavoensis,no,1
Nectarinia_ursulae,no,1
Nectarinia_venusta,no,1
Nectarinia_veroxii,no,1
Nectarinia_verticalis,no,1
Nectarinia_violacea,no,1
Nectarinia_zeylonica,no,1
Daphoenositta_chrysoptera,no,1
Daphoenositta_miranda,no,1
Oriolus_albiloris,yes,1
Oriolus_auratus,no,1
Oriolus_bouroensis,yes,1
Oriolus_brachyrhynchus,no,1
Oriolus_chinensis,no,1
Oriolus_chlorocephalus,no,1
Oriolus_crassirostris,yes,1
Oriolus_cruentus,no,1
Oriolus_flavocinctus,no,1
Oriolus_forsteni,yes,1
Oriolus_hosii,no,1
Oriolus_isabellae,yes,1
Oriolus_larvatus,no,1
Oriolus_melanotis,yes,1
Oriolus_mellianus,no,1
Oriolus_monacha,no,1
Oriolus_nigripennis,no,1
Oriolus_oriolus,no,1
Oriolus_percivali,no,1
Oriolus_phaeochromus,yes,1
Oriolus_sagittatus,no,1
Oriolus_steerii,yes,1
Oriolus_szalayi,no,1
Oriolus_tenuirostris,no,1
Oriolus_traillii,no,1
Oriolus_xanthonotus,no,1
Oriolus_xanthornus,no,1
Sphecotheres_hypoleucus,yes,1
Sphecotheres_vieilloti,no,1
Sphecotheres_viridis,yes,1
Ifrita_kowaldi,no,1
Melampitta_gigantea,no,1
Melampitta_lugubris,no,1
Orthonyx_novaeguineae,no,1
Orthonyx_spaldingii,no,1
Orthonyx_temminckii,no,1
Aleadryas_rufinucha,no,1
Coracornis_raveni,yes,1
Hylocitrea_bonensis,yes,1
Pachycare_flavogriseum,no,1
Pachycephala_albiventris,yes,1
Pachycephala_arctitorquis,yes,1
Pachycephala_aurea,no,1
Pachycephala_caledonica,yes,1
Pachycephala_flavifrons,yes,1
Pachycephala_griseonota,yes,1
Pachycephala_grisola,no,1
Pachycephala_homeyeri,yes,1
Pachycephala_hyperythra,no,1
Pachycephala_hypoxantha,no,1
Pachycephala_implicata,yes,1
Pachycephala_inornata,no,1
Pachycephala_jacquinoti,yes,1
Pachycephala_lanioides,no,1
Pachycephala_leucogastra,no,1
Pachycephala_lorentzi,no,1
Pachycephala_melanura,no,1
Pachycephala_meyeri,no,1
Pachycephala_modesta,no,1
Pachycephala_monacha,no,1
Pachycephala_nudigula,yes,1
Pachycephala_olivacea,no,1
Pachycephala_orpheus,yes,1
Pachycephala_pectoralis,no,1
Pachycephala_phaionota,no,1
Pachycephala_philippinensis,yes,1
Pachycephala_rufiventris,no,1
Pachycephala_rufogularis,no,1
Pachycephala_schlegelii,no,1
Pachycephala_simplex,no,1
Pachycephala_soror,no,1
Pachycephala_sulfuriventer,yes,1
Rhagologus_leucostigma,no,1
Astrapia_mayeri,no,1
Astrapia_nigra,no,1
Astrapia_rothschildi,no,1
Astrapia_splendidissima,no,1
Astrapia_stephaniae,no,1
Cicinnurus_magnificus,no,1
Cicinnurus_regius,no,1
Cicinnurus_respublica,no,1
Epimachus_albertisi,no,1
Epimachus_bruijnii,no,1
Epimachus_fastuosus,no,1
Epimachus_meyeri,no,1
Lophorina_superba,no,1
Lycocorax_pyrrhopterus,yes,1
Manucodia_ater,no,1
Manucodia_chalybatus,no,1
Manucodia_comrii,yes,1
Manucodia_jobiensis,no,1
Manucodia_keraudrenii,no,1
Paradigalla_brevicauda,no,1
Paradigalla_carunculata,no,1
Paradisaea_apoda,no,1
Paradisaea_decora,yes,1
Paradisaea_guilielmi,no,1
Paradisaea_minor,no,1
Paradisaea_raggiana,no,1
Paradisaea_rubra,no,1
Paradisaea_rudolphi,no,1
Parotia_carolae,no,1
Parotia_helenae,no,1
Parotia_lawesii,no,1
Parotia_sefilata,no,1
Parotia_wahnesi,no,1
Pteridophora_alberti,no,1
Ptiloris_intercedens,no,1
Ptiloris_magnificus,no,1
Ptiloris_paradiseus,no,1
Ptiloris_victoriae,no,1
Seleucidis_melanoleucus,no,1
Semioptera_wallacii,yes,1
Pardalotus_punctatus,no,1
Pardalotus_quadragintus,no,1
Pardalotus_rubricatus,no,1
Pardalotus_striatus,no,1
Baeolophus_atricristatus,no,1
Baeolophus_bicolor,no,1
Baeolophus_inornatus,no,1
Baeolophus_ridgwayi,no,1
Baeolophus_wollweberi,no,1
Melanochlora_sultanea,no,1
Parus_afer,no,1
Parus_albiventris,no,1
Parus_amabilis,no,1
Parus_ater,no,1
Parus_atricapillus,no,1
Parus_caeruleus,no,1
Parus_carolinensis,no,1
Parus_carpi,no,1
Parus_cinctus,no,1
Parus_cinerascens,no,1
Parus_cristatus,no,1
Parus_cyanus,no,1
Parus_davidi,no,1
Parus_dichrous,no,1
Parus_elegans,yes,1
Parus_fasciiventer,no,1
Parus_fringillinus,no,1
Parus_funereus,no,1
Parus_gambeli,no,1
Parus_griseiventris,no,1
Parus_holsti,no,1
Parus_hudsonicus,no,1
Parus_hypermelaenus,no,1
Parus_leucomelas,no,1
Parus_leuconotus,no,1
Parus_lugubris,no,1
Parus_major,no,1
Parus_montanus,no,1
Parus_monticolus,no,1
Parus_niger,no,1
Parus_nuchalis,no,1
Parus_palustris,no,1
Parus_rubidiventris,no,1
Parus_rufescens,no,1
Parus_rufiventris,no,1
Parus_rufonuchalis,no,1
Parus_sclateri,no,1
Parus_semilarvatus,yes,1
Parus_spilonotus,no,1
Parus_superciliosus,no,1
Parus_teneriffae,no,1
Parus_thruppi,no,1
Parus_varius,no,1
Parus_venustulus,no,1
Parus_xanthogenys,no,1
Pseudopodoces_humilis,no,1
Sylviparus_modestus,no,1
Basileuterus_basilicus,no,1
Basileuterus_belli,no,1
Basileuterus_bivittatus,no,1
Basileuterus_chlorophrys,no,1
Basileuterus_chrysogaster,no,1
Basileuterus_cinereicollis,no,1
Basileuterus_conspicillatus,no,1
Basileuterus_coronatus,no,1
Basileuterus_culicivorus,no,1
Basileuterus_flaveolus,no,1
Basileuterus_fraseri,no,1
Basileuterus_griseiceps,no,1
Basileuterus_hypoleucus,no,1
Basileuterus_ignotus,no,1
Basileuterus_leucoblepharus,no,1
Basileuterus_leucophrys,no,1
Basileuterus_luteoviridis,no,1
Basileuterus_melanogenys,no,1
Basileuterus_nigrocristatus,no,1
Basileuterus_rufifrons,no,1
Basileuterus_signatus,no,1
Basileuterus_trifasciatus,no,1
Basileuterus_tristriatus,no,1
Cardellina_rubrifrons,no,1
Catharopeza_bishopi,yes,1
Dendroica_adelaidae,yes,1
Dendroica_aestiva,no,1
Dendroica_angelae,yes,1
Dendroica_caerulescens,no,1
Dendroica_castanea,no,1
Dendroica_cerulea,no,1
Dendroica_chrysoparia,no,1
Dendroica_coronata,no,1
Dendroica_delicata,yes,1
Dendroica_discolor,no,1
Dendroica_dominica,no,1
Dendroica_fusca,no,1
Dendroica_graciae,no,1
Dendroica_kirtlandii,no,1
Dendroica_magnolia,no,1
Dendroica_nigrescens,no,1
Dendroica_occidentalis,no,1
Dendroica_palmarum,no,1
Dendroica_pensylvanica,no,1
Dendroica_petechia,no,1
Dendroica_pharetra,yes,1
Dendroica_pinus,no,1
Dendroica_pityophila,yes,1
Dendroica_plumbea,yes,1
Dendroica_striata,no,1
Dendroica_subita,yes,1
Dendroica_tigrina,no,1
Dendroica_townsendi,no,1
Dendroica_virens,no,1
Dendroica_vitellina,yes,1
Ergaticus_ruber,no,1
Ergaticus_versicolor,no,1
Euthlypis_lachrymosa,no,1
Geothlypis_aequinoctialis,no,1
Geothlypis_auricularis,no,1
Geothlypis_beldingi,no,1
Geothlypis_chiriquensis,no,1
Geothlypis_flavovelata,no,1
Geothlypis_nelsoni,no,1
Geothlypis_poliocephala,no,1
Geothlypis_rostrata,yes,1
Geothlypis_semiflava,no,1
Geothlypis_speciosa,no,1
Geothlypis_trichas,no,1
Geothlypis_velata,no,1
Helmitheros_vermivorum,no,1
Icteria_virens,no,1
Leucopeza_semperi,yes,1
Limnothlypis_swainsonii,no,1
Microligea_palustris,yes,1
Mniotilta_varia,no,1
Myioborus_albifacies,no,1
Myioborus_albifrons,no,1
Myioborus_brunniceps,no,1
Myioborus_cardonai,no,1
Myioborus_castaneocapilla,no,1
Myioborus_flavivertex,no,1
Myioborus_melanocephalus,no,1
Myioborus_miniatus,no,1
Myioborus_ornatus,no,1
Myioborus_pariae,no,1
Myioborus_pictus,no,1
Myioborus_torquatus,no,1
Oporornis_agilis,no,1
Oporornis_formosus,no,1
Oporornis_philadelphia,no,1
Oporornis_tolmiei,no,1
Parula_americana,no,1
Parula_gutturalis,no,1
Parula_pitiayumi,no,1
Parula_superciliosa,no,1
Phaeothlypis_fulvicauda,no,1
Phaeothlypis_rivularis,no,1
Protonotaria_citrea,no,1
Seiurus_aurocapilla,no,1
Seiurus_motacilla,no,1
Seiurus_noveboracensis,no,1
Setophaga_ruticilla,no,1
Teretistris_fernandinae,yes,1
Teretistris_fornsi,yes,1
Vermivora_bachmanii,no,1
Vermivora_celata,no,1
Vermivora_chrysoptera,no,1
Vermivora_crissalis,no,1
Vermivora_luciae,no,1
Vermivora_peregrina,no,1
Vermivora_pinus,no,1
Vermivora_ruficapilla,no,1
Vermivora_virginiae,no,1
Wilsonia_canadensis,no,1
Wilsonia_citrina,no,1
Wilsonia_pusilla,no,1
Xenoligea_montana,yes,1
Zeledonia_coronata,no,1
Histurgops_ruficaudus,no,1
Montifringilla_adamsi,no,1
Montifringilla_blanfordi,no,1
Montifringilla_davidiana,no,1
Montifringilla_nivalis,no,1
Montifringilla_ruficollis,no,1
Montifringilla_taczanowskii,no,1
Montifringilla_theresae,no,1
Passer_ammodendri,no,1
Passer_castanopterus,no,1
Passer_cordofanicus,no,1
Passer_diffusus,no,1
Passer_domesticus,no,1
Passer_eminibey,no,1
Passer_euchlorus,no,1
Passer_flaveolus,no,1
Passer_gongonensis,no,1
Passer_griseus,no,1
Passer_hemileucus,yes,1
Passer_hispaniolensis,no,1
Passer_iagoensis,yes,1
Passer_insularis,yes,1
Passer_luteus,no,1
Passer_melanurus,no,1
Passer_moabiticus,no,1
Passer_montanus,no,1
Passer_motitensis,no,1
Passer_pyrrhonotus,no,1
Passer_rufocinctus,no,1
Passer_rutilans,no,1
Passer_shelleyi,no,1
Passer_simplex,no,1
Passer_suahelicus,no,1
Passer_swainsonii,no,1
Petronia_brachydactyla,no,1
Petronia_dentata,no,1
Petronia_petronia,no,1
Petronia_pyrgita,no,1
Petronia_superciliaris,no,1
Petronia_xanthocollis,no,1
Philetairus_socius,no,1
Plocepasser_donaldsoni,no,1
Plocepasser_mahali,no,1
Plocepasser_rufoscapulatus,no,1
Plocepasser_superciliosus,no,1
Pseudonigrita_arnaudi,no,1
Pseudonigrita_cabanisi,no,1
Sporopipes_frontalis,no,1
Sporopipes_squamifrons,no,1
Amalocichla_incerta,no,1
Amalocichla_sclateriana,no,1
Drymodes_brunneopygia,no,1
Drymodes_superciliaris,no,1
Eopsaltria_australis,no,1
Eopsaltria_flaviventris,yes,1
Eopsaltria_georgiana,no,1
Eopsaltria_griseogularis,no,1
Eopsaltria_pulverulenta,no,1
Eugerygone_rubra,no,1
Heteromyias_albispecularis,no,1
Melanodryas_cucullata,no,1
Melanodryas_vittata,no,1
Microeca_fascinans,no,1
Microeca_flavigaster,no,1
Microeca_flavovirescens,no,1
Microeca_griseoceps,no,1
Microeca_hemixantha,yes,1
Microeca_papuana,no,1
Monachella_muelleriana,no,1
Pachycephalopsis_hattamensis,no,1
Pachycephalopsis_poliosoma,no,1
Peneothello_bimaculata,no,1
Peneothello_cryptoleuca,no,1
Peneothello_cyanus,no,1
Peneothello_sigillatus,no,1
Petroica_archboldi,no,1
Petroica_australis,no,1
Petroica_bivittata,no,1
Petroica_goodenovii,no,1
Petroica_macrocephala,no,1
Petroica_multicolor,no,1
Petroica_phoenicea,no,1
Petroica_rodinogaster,no,1
Petroica_rosea,no,1
Petroica_traversi,yes,1
Poecilodryas_albonotata,no,1
Poecilodryas_brachyura,no,1
Poecilodryas_cerviniventris,no,1
Poecilodryas_hypoleuca,no,1
Poecilodryas_placens,no,1
Poecilodryas_superciliosa,no,1
Tregellasia_capito,no,1
Tregellasia_leucops,no,1
Peucedramus_taeniatus,no,1
Neodrepanis_coruscans,yes,1
Neodrepanis_hypoxantha,yes,1
Philepitta_castanea,yes,1
Philepitta_schlegeli,yes,1
Picathartes_gymnocephalus,no,1
Picathartes_oreas,no,1
Antilophia_bokermanni,no,1
Antilophia_galeata,no,1
Chiroxiphia_boliviana,no,1
Chiroxiphia_caudata,no,1
Chiroxiphia_lanceolata,no,1
Chiroxiphia_linearis,no,1
Chiroxiphia_pareola,no,1
Corapipo_altera,no,1
Corapipo_gutturalis,no,1
Corapipo_leucorrhoa,no,1
Heterocercus_aurantiivertex,no,1
Heterocercus_flavivertex,no,1
Heterocercus_linteatus,no,1
Ilicura_militaris,no,1
Lepidothrix_coeruleocapilla,no,1
Lepidothrix_coronata,no,1
Lepidothrix_iris,no,1
Lepidothrix_isidorei,no,1
Lepidothrix_nattereri,no,1
Lepidothrix_serena,no,1
Lepidothrix_suavissima,no,1
Lepidothrix_vilasboasi,no,1
Machaeropterus_deliciosus,no,1
Machaeropterus_pyrocephalus,no,1
Machaeropterus_regulus,no,1
Manacus_aurantiacus,no,1
Manacus_candei,no,1
Manacus_manacus,no,1
Manacus_vitellinus,no,1
Masius_chrysopterus,no,1
Neopelma_aurifrons,no,1
Neopelma_chrysocephalum,no,1
Neopelma_chrysolophum,no,1
Neopelma_pallescens,no,1
Neopelma_sulphureiventer,no,1
Pipra_aureola,no,1
Pipra_chloromeros,no,1
Pipra_cornuta,no,1
Pipra_erythrocephala,no,1
Pipra_fasciicauda,no,1
Pipra_filicauda,no,1
Pipra_mentalis,no,1
Pipra_pipra,no,1
Pipra_rubrocapilla,no,1
Piprites_chloris,no,1
Piprites_griseiceps,no,1
Piprites_pileata,no,1
Tyranneutes_stolzmanni,no,1
Tyranneutes_virescens,no,1
Xenopipo_atronitens,no,1
Xenopipo_flavicapilla,no,1
Xenopipo_holochlora,no,1
Xenopipo_unicolor,no,1
Xenopipo_uniformis,no,1
Pitta_anerythra,yes,1
Pitta_angolensis,no,1
Pitta_arcuata,no,1
Pitta_baudii,no,1
Pitta_brachyura,no,1
Pitta_caerulea,no,1
Pitta_cyanea,no,1
Pitta_dohertyi,yes,1
Pitta_elegans,yes,1
Pitta_elliotii,no,1
Pitta_erythrogaster,no,1
Pitta_granatina,no,1
Pitta_guajana,no,1
Pitta_gurneyi,no,1
Pitta_iris,no,1
Pitta_kochi,yes,1
Pitta_maxima,yes,1
Pitta_megarhyncha,no,1
Pitta_moluccensis,no,1
Pitta_nipalensis,no,1
Pitta_nympha,no,1
Pitta_oatesi,no,1
Pitta_phayrei,no,1
Pitta_reichenowi,no,1
Pitta_schneideri,no,1
Pitta_sordida,no,1
Pitta_soror,no,1
Pitta_steerii,yes,1
Pitta_superba,yes,1
Pitta_ussheri,no,1
Pitta_venusta,no,1
Pitta_versicolor,no,1
Pityriasis_gymnocephala,no,1
Batis_capensis,no,1
Batis_crypta,no,1
Batis_diops,no,1
Batis_fratrum,no,1
Batis_ituriensis,no,1
