Species3,Family3,Order3,Avibase_id,Inferred,MainDiet,MainNiche,Pa,Pt,Ne,Se,Fr,In,Ap,Vt,Ca,PAG,PAS,PAD,PEL,PGR,NAE,NGL,SEL,SGR,FAE,FGL,FGR,IAE,ISA,ISS,ISG,IVS,IGE,IGG,APA,APL,APP,APG,APS,APD,VAE,VAS,VPE,VGE,VGG,CAQ,CGR
Buteo rufofuscus,Accipitridae,Accipitriformes,AVIBASE-22031845,0,Vt,Generalist,0,0,0,0,0,10,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,56,24,0,0,0,10
Buteo solitarius,Accipitridae,Accipitriformes,AVIBASE-7B3AB998,0,Vt,Generalist,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0
Buteo swainsoni,Accipitridae,Accipitriformes,AVIBASE-DE473F42,0,Vt,VPE,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,6,0,0,0,0,0,0,0,0,70,0,0,0,0
Buteo ventralis,Accipitridae,Accipitriformes,AVIBASE-40692C15,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0
Buteogallus aequinoctialis,Accipitridae,Accipitriformes,AVIBASE-478C48D0,0,Ap,APP,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Buteogallus anthracinus,Accipitridae,Accipitriformes,AVIBASE-97FDBB06,0,Ap,Generalist,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,0,0,0,0,21,0,9,0,0
Buteogallus gundlachii,Accipitridae,Accipitriformes,AVIBASE-048545EA,0,Omnivore,Generalist,0,0,0,0,0,0,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,21,0,9,0,20
Buteogallus meridionalis,Accipitridae,Accipitriformes,AVIBASE-BAA762A5,0,Vt,VPE,0,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,0
Buteogallus urubitinga,Accipitridae,Accipitriformes,AVIBASE-EE908632,0,Vt,VPE,0,0,0,0,0,20,10,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,60,0,0,0,10
Chelictinia riocourii,Accipitridae,Accipitriformes,AVIBASE-22832FF4,0,In,Generalist,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,36,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
Chondrohierax uncinatus,Accipitridae,Accipitriformes,AVIBASE-DCB3560C,0,In,Generalist,0,0,0,0,0,70,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,28,0,3,0,7,0,0,0,0,4,16,0,0,0,0
Chondrohierax wilsonii,Accipitridae,Accipitriformes,AVIBASE-B028452B,0,In,ISS,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0
Circaetus beaudouini,Accipitridae,Accipitriformes,AVIBASE-F4E78AFA,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0
Circaetus cinerascens,Accipitridae,Accipitriformes,AVIBASE-4327F813,0,Vt,VPE,0,0,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,10,0,0,0,0,0,80,0,0,0,0
Circaetus cinereus,Accipitridae,Accipitriformes,AVIBASE-6904D83F,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Circaetus fasciolatus,Accipitridae,Accipitriformes,AVIBASE-9F2839A9,0,Vt,VPE,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
Circaetus gallicus,Accipitridae,Accipitriformes,AVIBASE-8372FFBA,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0
Circaetus pectoralis,Accipitridae,Accipitriformes,AVIBASE-BF553D32,0,Vt,Generalist,0,0,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0,7,0,0,0,0,40,40,0,0,0,0
Circus aeruginosus,Accipitridae,Accipitriformes,AVIBASE-E2A19474,0,Vt,VAS,0,0,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,80,0,0,0,0,0
Circus approximans,Accipitridae,Accipitriformes,AVIBASE-1ACF5A6E,0,Vt,VAS,0,0,0,0,0,10,10,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,70,0,0,0,0,10
Circus assimilis,Accipitridae,Accipitriformes,AVIBASE-811762D2,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Circus buffoni,Accipitridae,Accipitriformes,AVIBASE-07E22FE2,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Circus cinereus,Accipitridae,Accipitriformes,AVIBASE-83DC8765,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
Circus cyaneus,Accipitridae,Accipitriformes,AVIBASE-F558C7F9,0,Vt,VAS,0,0,0,0,0,10,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,72,0,0,0,0,10
Circus macrosceles,Accipitridae,Accipitriformes,AVIBASE-C194112D,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
Circus macrourus,Accipitridae,Accipitriformes,AVIBASE-22647E26,0,Vt,VAS,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
Circus maillardi,Accipitridae,Accipitriformes,AVIBASE-02B81454,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
Circus maurus,Accipitridae,Accipitriformes,AVIBASE-A41CD4E7,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,81,9,0,0,0,0
Circus melanoleucos,Accipitridae,Accipitriformes,AVIBASE-1EA96AE1,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
Circus pygargus,Accipitridae,Accipitriformes,AVIBASE-63B6412E,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0
Circus ranivorus,Accipitridae,Accipitriformes,AVIBASE-2A2C169B,0,Vt,Generalist,0,0,0,0,0,10,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,32,48,0,0,0,0,10
Circus spilonotus,Accipitridae,Accipitriformes,AVIBASE-A2F048C0,0,Vt,VAS,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,90,0,0,0,0,0
Dryotriorchis spectabilis,Accipitridae,Accipitriformes,AVIBASE-3DA062BF,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Elanoides forficatus,Accipitridae,Accipitriformes,AVIBASE-1BAC6645,0,In,Generalist,0,0,0,0,10,60,0,30,0,0,0,0,0,0,0,0,0,0,10,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
Elanus axillaris,Accipitridae,Accipitriformes,AVIBASE-67E74DD0,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,81,9,0,0,0,0
Elanus caeruleus,Accipitridae,Accipitriformes,AVIBASE-97C47F3E,0,Vt,VAS,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,64,16,0,0,0,0
Elanus leucurus,Accipitridae,Accipitriformes,AVIBASE-CAA5E106,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Elanus scriptus,Accipitridae,Accipitriformes,AVIBASE-468F7841,0,Vt,VAS,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,72,18,0,0,0,0
Erythrotriorchis buergersi,Accipitridae,Accipitriformes,AVIBASE-0C9E322E,0,Vt,Generalist,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,40,0,0,0,0
Erythrotriorchis radiatus,Accipitridae,Accipitriformes,AVIBASE-235CF06A,0,Vt,Generalist,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,45,18,27,0,0,0,0
Eutriorchis astur,Accipitridae,Accipitriformes,AVIBASE-D5EF2E20,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0
Gampsonyx swainsonii,Accipitridae,Accipitriformes,AVIBASE-D36BA361,0,Vt,VPE,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,72,0,0,0,0
Geranoaetus melanoleucus,Accipitridae,Accipitriformes,AVIBASE-51405606,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0
Geranospiza caerulescens,Accipitridae,Accipitriformes,AVIBASE-25266E29,0,Vt,Generalist,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,15,0,0,0,0,0,0,0,0,7,0,21,42,0,0,0
Gypaetus barbatus,Accipitridae,Accipitriformes,AVIBASE-81DB7410,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gypohierax angolensis,Accipitridae,Accipitriformes,AVIBASE-14885C18,0,Fr,FGL,0,0,0,10,60,0,20,10,0,0,0,0,0,0,0,0,10,0,0,60,0,0,0,0,0,0,0,0,12,0,0,8,0,0,3,2,2,0,3,0,0
Gyps africanus,Accipitridae,Accipitriformes,AVIBASE-0419DDC2,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps bengalensis,Accipitridae,Accipitriformes,AVIBASE-FC2346E6,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps coprotheres,Accipitridae,Accipitriformes,AVIBASE-F85BEEB4,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps fulvus,Accipitridae,Accipitriformes,AVIBASE-5D1987CE,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps himalayensis,Accipitridae,Accipitriformes,AVIBASE-9BB5551E,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps indicus,Accipitridae,Accipitriformes,AVIBASE-C255F69A,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps rueppellii,Accipitridae,Accipitriformes,AVIBASE-76B512B1,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Gyps tenuirostris,Accipitridae,Accipitriformes,AVIBASE-11324DC8,0,Ca,CGR,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Haliaeetus albicilla,Accipitridae,Accipitriformes,AVIBASE-5A3D91D3,0,Ap,APA,0,0,0,0,0,0,80,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,10,0,0,0,0,3,7
Haliaeetus leucocephalus,Accipitridae,Accipitriformes,AVIBASE-FED3756C,0,Omnivore,Generalist,0,0,0,0,0,0,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,6,12,12,0,0,6,14
Haliaeetus leucogaster,Accipitridae,Accipitriformes,AVIBASE-94383EEF,0,Ap,Generalist,0,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,18,0,0,0,0,14,6,0,0,6,14
Haliaeetus leucoryphus,Accipitridae,Accipitriformes,AVIBASE-F3CCFC18,0,Ap,APA,0,0,0,0,0,10,60,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,20,0,0,0,3,7
Haliaeetus pelagicus,Accipitridae,Accipitriformes,AVIBASE-C481FB24,0,Ap,Generalist,0,0,0,0,0,0,60,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,36,6,0,0,0,3,7,0,0,9,21
Haliaeetus sanfordi,Accipitridae,Accipitriformes,AVIBASE-4CD1AF3E,0,Omnivore,Generalist,0,0,0,0,0,0,50,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,0,0,8,16,16,0,0,3,7
Haliaeetus vocifer,Accipitridae,Accipitriformes,AVIBASE-A19B0CF4,0,Ap,Generalist,0,0,0,0,0,10,60,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,48,0,0,0,0,0,20,0,0,3,7
Haliaeetus vociferoides,Accipitridae,Accipitriformes,AVIBASE-A877BECE,0,Ap,APP,0,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,72,0,0,0,0,0,0,0,0,3,7
Haliastur indus,Accipitridae,Accipitriformes,AVIBASE-D89A9DC9,0,Omnivore,Generalist,0,0,0,0,0,10,10,50,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,6,0,4,0,0,0,5,35,10,0,0,3,27
Haliastur sphenurus,Accipitridae,Accipitriformes,AVIBASE-FEDDD1F2,0,Omnivore,Generalist,0,0,0,0,0,10,10,50,30,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,1,10,0,0,0,0,0,0,50,0,0,0,3,27
Hamirostra melanosternon,Accipitridae,Accipitriformes,AVIBASE-2775A1ED,0,Vt,VAS,0,0,0,0,0,10,0,70,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,63,0,0,7,0,20
Harpagus bidentatus,Accipitridae,Accipitriformes,AVIBASE-E640A953,0,In,Generalist,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,48,0,0,16,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Harpagus diodon,Accipitridae,Accipitriformes,AVIBASE-CE6511AB,0,In,ISS,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0
Harpia harpyja,Accipitridae,Accipitriformes,AVIBASE-4D324C9C,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Harpyhaliaetus coronatus,Accipitridae,Accipitriformes,AVIBASE-ABDAC20A,0,Vt,VPE,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,10
Harpyhaliaetus solitarius,Accipitridae,Accipitriformes,AVIBASE-5C9AF2BE,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Harpyopsis novaeguineae,Accipitridae,Accipitriformes,AVIBASE-1076B5CE,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0
Helicolestes hamatus,Accipitridae,Accipitriformes,AVIBASE-58078CCA,0,In,ISG,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Henicopernis infuscatus,Accipitridae,Accipitriformes,AVIBASE-36DD499F,0,In,Generalist,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,36,0,12,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0
Henicopernis longicauda,Accipitridae,Accipitriformes,AVIBASE-AC3B7AD4,0,In,Generalist,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,36,0,12,0,0,0,0,0,0,0,0,0,32,0,8,0,0,0
Hieraaetus ayresii,Accipitridae,Accipitriformes,AVIBASE-7DF00403,0,Vt,VAE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,0
Hieraaetus morphnoides,Accipitridae,Accipitriformes,AVIBASE-1117758C,0,Vt,Generalist,0,0,0,0,0,10,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,8,48,24,0,0,0,10
Hieraaetus pennatus,Accipitridae,Accipitriformes,AVIBASE-4B8CC285,0,Vt,Generalist,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0
Hieraaetus spilogaster,Accipitridae,Accipitriformes,AVIBASE-9A418C45,0,Vt,Generalist,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0
Hieraaetus weiskei,Accipitridae,Accipitriformes,AVIBASE-BB8B4113,0,Vt,Generalist,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0
Ichthyophaga humilis,Accipitridae,Accipitriformes,AVIBASE-B7B03CB8,0,Ap,APP,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
Ichthyophaga ichthyaetus,Accipitridae,Accipitriformes,AVIBASE-4C057390,0,Ap,APP,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,72,0,0,0,0,2,18,0,0,0,0
Ictinaetus malayensis,Accipitridae,Accipitriformes,AVIBASE-28D7E7CC,0,Vt,VAS,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
Ictinia mississippiensis,Accipitridae,Accipitriformes,AVIBASE-ACFC8EB6,0,In,Generalist,0,0,0,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,16,8,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Ictinia plumbea,Accipitridae,Accipitriformes,AVIBASE-5A97BF27,0,In,Generalist,0,0,0,0,0,90,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,18,9,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
Kaupifalco monogrammicus,Accipitridae,Accipitriformes,AVIBASE-3EEB66ED,0,In,ISG,0,0,0,0,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Leptodon cayanensis,Accipitridae,Accipitriformes,AVIBASE-C2A2B363,0,Omnivore,Generalist,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,10,0,0,0,0,0,0,0,0,0,45,5,0,0,0
Leptodon forbesi,Accipitridae,Accipitriformes,AVIBASE-D54F02A6,0,Omnivore,Generalist,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Leucopternis albicollis,Accipitridae,Accipitriformes,AVIBASE-E35448DE,0,Vt,VPE,0,0,0,0,0,20,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,0
Leucopternis kuhli,Accipitridae,Accipitriformes,AVIBASE-0DDD022A,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Leucopternis lacernulatus,Accipitridae,Accipitriformes,AVIBASE-2EA48BBF,0,Vt,VPE,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
Leucopternis melanops,Accipitridae,Accipitriformes,AVIBASE-95D16974,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Leucopternis occidentalis,Accipitridae,Accipitriformes,AVIBASE-D0723571,0,Vt,VPE,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Leucopternis plumbeus,Accipitridae,Accipitriformes,AVIBASE-A6775D0C,0,Vt,VPE,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
Leucopternis polionotus,Accipitridae,Accipitriformes,AVIBASE-2C01A6E5,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Leucopternis princeps,Accipitridae,Accipitriformes,AVIBASE-C39D115A,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Leucopternis schistaceus,Accipitridae,Accipitriformes,AVIBASE-B2A7EC84,0,Vt,VPE,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Leucopternis semiplumbeus,Accipitridae,Accipitriformes,AVIBASE-B4B9A3B4,0,Vt,VPE,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
Lophaetus occipitalis,Accipitridae,Accipitriformes,AVIBASE-14B9664A,0,Vt,VPE,0,0,0,0,0,10,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,80,0,0,0,0
Lophoictinia isura,Accipitridae,Accipitriformes,AVIBASE-E5D782FB,0,Vt,VAS,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
Lophotriorchis kienerii,Accipitridae,Accipitriformes,AVIBASE-BEB2A9A8,0,Vt,VAS,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
Macheiramphus alcinus,Accipitridae,Accipitriformes,AVIBASE-DAE4C523,0,Vt,VAE,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0
Megatriorchis doriae,Accipitridae,Accipitriformes,AVIBASE-0D0A9D98,0,Vt,VPE,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,16,0,64,0,0,0,0
Melierax canorus,Accipitridae,Accipitriformes,AVIBASE-389FFA09,0,Vt,Generalist,0,0,0,0,0,10,0,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,16,0,48,0,16,0,10
Melierax gabar,Accipitridae,Accipitriformes,AVIBASE-922DE9C1,0,Vt,Generalist,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,18,0,54,9,9,0,0
