index,Family,Order,Eigenvalues,Island_Endemicity,Flight_Ability,seabird,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Tail.Length,Mass,Centroid.Latitude,Centroid.Longitude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,In2,In2_pred,In2_prob,Ap2,Ap2_pred,Ap2_prob,Vt2,Vt2_pred,Vt2_prob,Ne2,Ne2_pred,Ne2_prob,Fr2,Fr2_pred,Fr2_prob,Se2,Se2_pred,Se2_prob,Pa2,Pa2_pred,Pa2_prob,Pl2,Pl2_pred,Pl2_prob
10,2,0,-482.577319229279,0,1.0,0,4.568713648977476,4.09567700745588,3.3638415951183864,3.7787201581137255,4.941999501706118,6.645597993093102,5.67853304040275,5.999531918185741,9.140089566765116,57.49,80.87,-60.6698276208899,42.606252728393,18.3683775147726,29.4955732777877,-1.2006952038564,-3.1693271770506,-1.83457464002957,2.77575637320019,60.0322391450751,3.42543139169379,-23.2458435218635,18.2702500667523,0.0,0.0,0.998,0.0,0.0,0.925,100.0,100.0,0.981,0.0,0.0,0.999,0.0,0.0,0.991,0.0,0.0,0.989,0.0,0.0,1.0,0.0,0.0,0.999
11,14,3,-0.0668998929290427,1,0.0,0,4.847959489549136,3.845455761156033,3.644143560272545,3.722797672317397,5.801120899211115,6.413639268779094,2.857618971424357,5.6461533618195645,12.553735603232695,-18.74,46.91,-267.852465986432,-255.440357082274,-13.2285574437147,31.4923751035163,-47.1608553480751,56.4334199162373,-89.6301622342003,107.265762234903,-0.645589846090938,0.643471091480091,-1.38016004836063,-0.060189327182637,0.0,25.0,0.428,0.0,0.0,1.0,0.0,0.0,0.674,0.0,0.0,0.997,0.0,25.0,0.338,0.0,0.0,0.92,0.0,0.0,1.0,100.0,50.0,0.34
12,14,3,-0.067547387794789,1,0.0,0,5.09913445267867,4.099663723699701,3.879499813722586,3.9733062338450447,6.050016434057597,6.639901977275643,2.9947317732204075,5.886326228984677,13.360016087948216,-18.74,46.91,-267.852465986432,-255.440357082274,-13.2285574437147,31.4923751035163,-47.1608553480751,56.4334199162373,-89.6301622342003,107.265762234903,-0.645589846090938,0.643471091480091,-1.38016004836063,-0.060189327182637,0.0,25.0,0.617,0.0,0.0,1.0,0.0,0.0,0.675,0.0,0.0,0.997,0.0,25.0,0.369,0.0,0.0,0.928,0.0,0.0,1.0,100.0,50.0,0.284
13,13,5,-65.5687123119214,1,1.0,0,2.050270164379556,1.3137236682850553,1.2119409739751128,1.1019400787607843,2.363680192353857,4.729244501090018,4.377767577753498,3.9485477801105184,2.6411978941143697,-20.21,-158.9,-61.2673465927769,27.4891427814305,8.14861963906619,-9.92799190388323,0.400745501230121,47.6350040912418,23.9248854027578,2.73880066438541,-1.91115810754015,-0.0977538194815896,0.435171529749458,-0.260477325394332,,100.0,1.0,,0.0,1.0,,0.0,0.996,,0.0,0.997,,0.0,1.0,,0.0,0.998,,0.0,1.0,,0.0,0.999
14,72,24,-22.2868830990413,1,1.0,0,3.0315819264476884,2.6651427000909336,2.050270164379556,2.2417729535972883,3.1445832202863455,4.52515247800206,3.1170645587215158,4.178072777752813,3.500741011998417,22.45,-161.14,76.2704776001627,-17.4100502774195,12.6062607057434,-0.435013413344962,-0.0527131620425214,-0.0672627072169986,0.118792575142805,0.397172830584135,-0.213543849541437,0.239824771451648,-2.44342751203647,-1.9977968542899,,100.0,0.283,,0.0,1.0,,0.0,0.815,,0.0,0.636,,0.0,0.432,,0.0,0.319,,0.0,1.0,,0.0,0.535
15,72,24,-22.2794012107735,1,1.0,0,2.9871959425317045,2.6239436918052106,2.028148247292285,2.2181159363675955,3.1179499062782403,4.495020442487104,3.09874002362822,4.148674906767148,3.4368862240706624,22.45,-161.14,76.2703218005831,-17.410004140851,12.6061986906083,-0.435012066104413,-0.0527141289970342,-0.0672606040856592,0.11878719357143,0.39717512625906,-0.213540826434926,0.239821668841614,-2.44339774204522,-1.99777330909674,,62.5,0.37,,0.0,1.0,,0.0,0.788,,0.0,0.729,,37.5,0.402,,0.0,0.334,,0.0,1.0,,0.0,0.698
16,72,24,-22.2977249725125,1,1.0,0,2.9811261211646287,2.612273245708441,2.020222182019865,2.2082744135228043,3.110845080654496,4.487287145331375,3.091042453358316,4.14059181338742,3.4183822064162563,22.45,-161.14,76.2704776001627,-17.4100502774195,12.6062607057434,-0.435013413344962,-0.0527131620425214,-0.0672627072169986,0.118792575142805,0.397172830584135,-0.213543849541437,0.239824771451648,-2.44342751203647,-1.9977968542899,,62.5,0.387,,0.0,1.0,,0.0,0.754,,0.0,0.737,,37.5,0.388,,0.0,0.287,,0.0,1.0,,0.0,0.653
17,2,40,-39101.4879301499,0,1.0,0,4.72499557905644,4.1837281233567865,3.311637304949512,3.573468602602609,4.872598529412604,6.580888759386122,5.306136715600168,6.177881871449669,10.043292972227004,49.06,-103.04,-61.9440690486265,26.4995170104743,11.2611775453798,14.3072403510671,-1.22916977652274,-0.618559189197978,-2.90751093090224,4.14314678476828,9.95616375538306,-0.493315930304684,3.99097314184212,-3.32343991259111,,0.0,0.881,,0.0,0.889,,100.0,0.364,,0.0,0.998,,0.0,0.988,,0.0,0.994,,0.0,1.0,,0.0,0.999
18,72,24,-22.2174322111282,1,1.0,0,4.10082352831981,3.87618855241893,1.6714733033535532,1.8050046959780757,3.1742967814702334,4.41968362585098,3.1315734964654043,3.907010463604602,3.417726683613366,22.45,-161.14,76.265537865849,-17.408587346747,12.6042942184531,-0.434970682362745,-0.0527438155133655,-0.0671960260433642,0.118621951432647,0.397245588474053,-0.213447983129848,0.239726369653996,-2.44248327942392,-1.99705004269224,10.0,50.0,0.398,0.0,0.0,1.0,0.0,0.0,0.905,90.0,50.0,0.35,0.0,0.0,0.634,0.0,0.0,0.868,0.0,0.0,1.0,0.0,0.0,0.965
19,72,24,-22.2323029968556,1,1.0,0,3.6896291730044823,3.4790839203192268,1.7404661748405046,1.9286186519452522,3.100092288878234,4.385146762010125,3.0492730404820207,3.8155121050473024,3.349904087274605,22.45,-161.14,76.2654016008398,-17.4085469973157,12.6042399833627,-0.434969504317265,-0.0527446613067134,-0.0671941866070266,0.118617244569092,0.397247596799471,-0.213445339359145,0.239723656603254,-2.44245724823465,-1.99702945478538,10.0,81.82000000000001,0.302,0.0,0.0,1.0,0.0,0.0,0.913,90.0,18.18,0.236,0.0,0.0,0.625,0.0,0.0,0.873,0.0,0.0,1.0,0.0,0.0,0.967
20,72,24,-22.2610620524475,1,1.0,0,3.8051057230820686,3.6454498961866,1.6114359150967734,1.7900914121273581,3.277899165317662,4.377516479195996,2.954910279033736,3.713572066704308,3.269949095052201,22.45,-161.14,76.2655378658525,-17.408587346748,12.6042942184545,-0.434970682362775,-0.0527438155133439,-0.067196026043411,0.118621951432767,0.397245588474001,-0.213447983129915,0.239726369654065,-2.44248327942459,-1.99705004269276,10.0,50.0,0.27,0.0,0.0,1.0,0.0,0.0,0.909,90.0,50.0,0.285,0.0,0.0,0.797,0.0,0.0,0.83,0.0,0.0,1.0,0.0,0.0,0.962
21,72,24,-22.2551026400577,1,1.0,0,4.107918682249219,3.9847156908215866,1.6486586255873816,1.873339456220478,3.343568268825519,4.537961436294641,3.2634667081960758,3.9512437185814275,3.583796677660784,22.45,-161.14,76.2640564214168,-17.4081486727609,12.6037045796081,-0.434957874504395,-0.0527530106871338,-0.0671760280816014,0.11857077947512,0.397267421858367,-0.213419240193227,0.239696873151083,-2.44220026493381,-1.99682620791202,10.0,50.0,0.33,0.0,0.0,1.0,0.0,0.0,0.917,90.0,50.0,0.254,0.0,0.0,0.652,0.0,0.0,0.899,0.0,0.0,1.0,0.0,0.0,0.95
22,46,11,-0.983080872826415,1,1.0,0,3.2039652121324464,2.492378664626701,1.7526720805200082,1.8748743759385615,3.4445761049641,5.337105293755297,4.4392336584434595,4.641984159110808,5.553889385081584,-20.14,59.62,-98.7169539605582,-26.4010095581061,4.85711160084224,-21.8613008786743,-86.3884844268792,-25.8659759446447,27.7442771087092,-26.2893666057663,-2.41267198315343,0.671244502511154,-1.16182040414287,0.41386892331644,50.0,11.110000000000001,0.645,0.0,0.0,0.997,0.0,0.0,0.997,0.0,0.0,0.996,50.0,88.89,0.228,0.0,0.0,0.474,0.0,0.0,1.0,0.0,0.0,0.899
